Player,Nation,Pos,Squad,Age,Born,MatchesPlayed,Gls,Ast,xG,xAG,Shots,SoT,PassCmp,PassAtt,PassCmpPct,Tkl,TklW,Blocks,Int,GK_GA,GK_GA90,GK_SoTA,GK_Saves,GK_SavePct,GK_CS,GK_CSPct,GK_PKAtt,GK_PKA,GK_PKsv,GK_PKm,GK_PSxG,GK_PSxG_per_SoT,GK_PSxG_PlusMinus,GK_PSxG_PlusMinus_per90,GK_PassCmp,GK_PassAtt,GK_PassCmpPct,GK_GKPassAtt,GK_Throws,GK_LaunchPct,GK_AvgLen,GK_CrossesStp,GK_CrossesStpPct,GK_OPA,GK_OPA90,GK_OPA_AvgDist,IsGK,AgeYears
diego tonetto,ar ARG,MF,Ind. Rivadavia,35,1988,6.9,0,1,0.4,0.1,4,1,169,245,68.98,15,11,12,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,35.0
dylan aquino,ar ARG,"FW,MF",Lanús,18,2005,7.2,1,4,1.9,3.6,29,12,164,230,71.3,15,11,14,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,18.0
dylan gorosito,ar ARG,DF,Boca Juniors,17,2006,0.5,0,0,0.0,0.0,0,0,7,12,58.33,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,17.0
edinson cavani,uy URU,FW,Boca Juniors,36,1987,14.4,4,1,6.4,0.8,28,17,186,251,74.1,8,3,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,36.0
eduardo salvio,ar ARG,"FW,MF",Lanús,33,1990,14.6,4,1,3.5,1.3,28,12,398,519,76.69,15,6,13,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,33.0
edwuin cetre,co COL,"FW,MF",Estudiantes–LP,26,1998,12.2,3,1,1.8,1.8,25,11,270,409,66.01,10,7,9,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,26.0
elian irala,ar ARG,MF,San Lorenzo,19,2004,17.5,2,0,0.6,0.2,14,3,562,739,76.05,51,36,25,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,19.0
elias baez,ar ARG,DF,San Lorenzo,19,2004,14.4,0,0,0.2,0.2,7,2,466,684,68.13,40,24,15,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,19.0
elias cabrera,ar ARG,"MF,FW",Cen. Córdoba–SdE,20,2003,10.8,0,0,0.6,1.8,16,5,408,557,73.25,28,17,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,20.0
elias gomez,ar ARG,DF,Vélez Sarsfield,29,1994,23.3,1,2,0.9,2.4,12,2,871,1167,74.64,49,25,22,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,29.0
elias lopez,ar ARG,DF,Sarmiento,23,2000,22.6,2,2,1.1,2.1,12,4,492,775,63.48,40,23,21,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,23.0
elias ocampo,ar ARG,"DF,FW",Rosario Central,19,2004,1.7,0,0,0.0,0.2,0,0,35,58,60.34,5,5,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,19.0
elias pereyra,ar ARG,DF,Godoy Cruz,24,1999,12.5,0,0,0.1,0.2,3,1,352,500,70.4,33,21,12,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,24.0
emanuel aguilera,ar ARG,DF,Defensa y Just,34,1989,20.4,0,0,0.4,0.0,7,1,828,990,83.64,8,3,19,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,34.0
emanuel coronel,ar ARG,DF,Rosario Central,26,1997,15.9,0,0,0.2,1.2,8,3,540,789,68.44,36,27,18,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,26.0
emanuel dall'aglio,ar ARG,DF,Estudiantes–LP,18,2005,0.3,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,18.0
emanuel insua,ar ARG,DF,Banfield,32,1991,12.0,0,0,0.9,0.3,8,3,332,488,68.03,33,20,10,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,32.0
emanuel mammana,ar ARG,DF,Vélez Sarsfield,27,1996,18.0,0,0,0.2,0.0,5,2,654,819,79.85,34,24,24,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,27.0
emanuel rojas,ar ARG,MF,Banfield,18,2005,0.1,0,0,0.0,0.0,0,0,1,2,50.0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,18.0
emiliano giannunzio,ar ARG,MF,Unión,42,1982,0.0,0,0,0.0,0.0,0,0,1,3,33.33,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,42.0
emiliano mendez,ar ARG,MF,Sarmiento,34,1989,15.5,1,0,0.4,0.2,8,3,318,460,69.13,48,25,16,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,34.0
emiliano saliadarre,ar ARG,FW,Ind. Rivadavia,21,2002,0.1,0,0,0.0,0.0,0,0,5,7,71.43,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,21.0
emiliano viveros,ar ARG,"MF,FW",Arg Juniors,21,2002,9.0,0,2,0.5,0.5,11,2,308,435,70.8,16,8,7,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,21.0
enrique bologna,ar ARG,GK,Defensa y Just,41,1982,17.0,0,0,0.0,0.0,0,0,387,567,68.25,1,0,0,0,16.0,0.94,60.0,42.0,75.0,7.0,41.2,3.0,1.0,2.0,0.0,18.6,0.27,2.6,0.15,119.0,277.0,43.0,404.0,66.0,45.5,37.9,9.0,3.0,8.0,0.47,11.9,True,41.0
enzo briones,ar ARG,MF,Godoy Cruz,19,2004,0.3,0,0,0.0,0.0,0,0,3,3,100.0,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,19.0
enzo copetti,ar ARG,"FW,MF",Rosario Central,28,1996,15.8,1,2,3.6,1.5,19,7,247,404,61.14,7,5,11,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,28.0
enzo diaz,ar ARG,DF,River Plate,28,1995,9.3,0,0,0.1,0.4,5,2,561,687,81.66,28,22,18,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,28.0
enzo martin roldan,ar ARG,MF,Unión,23,2000,6.9,0,0,0.5,0.2,8,1,209,272,76.84,12,6,9,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,23.0
enzo martinez,uy URU,DF,Gimnasia–LP,25,1998,8.4,0,0,0.0,0.1,3,1,276,406,67.98,28,23,12,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,25.0
enzo perez,ar ARG,MF,Estudiantes–LP,37,1986,20.6,0,0,0.0,0.6,1,0,1086,1240,87.58,43,23,27,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,37.0
eric meza,ar ARG,DF,Estudiantes–LP,24,1999,18.1,1,2,0.4,2.5,13,3,622,882,70.52,40,27,24,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,24.0
eric ramirez,ve VEN,"FW,DF",Tigre,25,1998,5.1,1,1,0.9,0.3,14,5,55,98,56.12,4,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,25.0
eric remedi,ar ARG,MF,San Lorenzo,28,1995,17.8,0,0,0.5,0.9,12,3,643,801,80.27,51,34,31,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,28.0
erik godoy,ar ARG,DF,Arg Juniors,30,1993,2.0,0,0,0.0,0.0,0,0,74,88,84.09,4,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,30.0
eros mancuso,ar ARG,DF,Estudiantes–LP,24,1999,6.5,1,1,0.8,1.0,11,5,291,376,77.39,17,13,8,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,24.0
esequiel barco,ar ARG,MF,River Plate,24,1999,4.1,1,0,1.2,0.8,9,5,217,248,87.5,9,6,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,24.0
esteban burgos,ar ARG,DF,Ind. Rivadavia,32,1992,8.5,0,0,0.1,0.0,3,2,241,321,75.08,7,5,13,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,32.0
esteban fernandez,ar ARG,MF,Newell's OB,22,2002,0.4,0,0,0.1,0.1,1,0,23,30,76.67,2,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,22.0
esteban lucero,ar ARG,DF,Defensa y Just,18,2005,1.5,0,0,0.0,0.0,0,0,55,71,77.46,4,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,18.0
esteban rolon,ar ARG,MF,Belgrano,28,1995,18.1,1,1,0.6,1.2,9,2,499,678,73.6,37,25,18,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,28.0
ever banega,ar ARG,"MF,FW",Newell's OB,35,1988,16.9,2,2,2.4,2.6,14,3,744,983,75.69,31,21,12,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,35.0
exequiel zeballos,ar ARG,"MF,FW",Boca Juniors,21,2002,11.6,1,2,3.3,1.8,28,11,184,286,64.34,8,5,7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,21.0
ezequiel bonifacio,ar ARG,DF,Banfield,29,1994,5.1,0,0,0.1,0.0,3,0,147,211,69.67,8,5,4,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,29.0
ezequiel canete,ar ARG,MF,Banfield,24,1999,8.7,1,0,1.4,0.2,6,1,269,349,77.08,23,14,12,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,24.0
ezequiel cannavo,ar ARG,DF,Defensa y Just,21,2002,14.0,1,0,2.4,0.3,13,3,331,475,69.68,29,18,18,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,21.0
ezequiel centurion,ar ARG,GK,Ind. Rivadavia,26,1997,22.0,0,0,0.0,0.0,0,0,288,563,51.15,0,0,0,0,2.0,2.0,3.0,1.0,66.7,0.0,0.0,1.0,1.0,0.0,0.0,1.6,0.22,-0.4,-0.35,1.0,6.0,16.7,23.0,10.0,26.1,33.0,1.0,12.5,0.0,0.0,13.0,True,26.0
ezequiel cerutti,ar ARG,FW,San Lorenzo,32,1992,11.6,1,2,0.3,1.4,8,2,232,346,67.05,13,9,10,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,32.0
ezequiel fernandez,ar ARG,MF,Boca Juniors,21,2002,4.4,2,1,0.9,0.3,8,4,296,336,88.1,12,8,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,21.0
ezequiel forclaz,ar ARG,"MF,FW",Tigre,20,2003,3.2,1,0,0.2,0.5,4,2,112,156,71.79,5,2,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,20.0
ezequiel ham,sy SYR,MF,Ind. Rivadavia,29,1994,14.2,1,2,2.7,1.4,19,3,464,600,77.33,9,6,21,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,29.0
ezequiel munoz,ar ARG,DF,Lanús,33,1990,17.3,1,0,0.6,0.0,8,2,514,623,82.5,22,13,17,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,33.0
ezequiel naya,ar ARG,DF,Estudiantes–LP,22,2001,0.1,0,0,0.1,0.0,1,1,3,5,60.0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,22.0
fabio alvarez,ar ARG,"MF,FW",Lanús,31,1993,4.5,0,0,0.3,0.2,5,2,155,199,77.89,8,3,10,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,31.0
fabio pereyra,ar ARG,DF,Huracán,34,1990,20.9,0,0,0.7,0.5,14,4,601,800,75.12,29,18,41,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,34.0
fabricio bustos,ar ARG,DF,River Plate,27,1996,13.1,0,0,0.6,2.0,10,2,686,871,78.76,24,15,6,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,27.0
fabricio corbalan,ar ARG,DF,Gimnasia–LP,20,2003,1.8,0,0,0.1,0.1,2,0,61,87,70.11,7,7,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,20.0
fabricio iacovich,ar ARG,GK,Estudiantes–LP,22,2002,1.0,0,0,0.0,0.0,0,0,27,36,75.0,0,0,0,0,2.0,2.0,4.0,3.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.2,-0.2,-0.18,2.0,11.0,18.2,26.0,10.0,23.1,29.3,4.0,15.4,0.0,0.0,8.0,True,22.0
fabricio lopez,ar ARG,DF,San Lorenzo,21,2002,3.0,0,0,0.1,0.3,1,0,100,150,66.67,11,9,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,21.0
fabricio oviedo,ar ARG,FW,Rosario Central,19,2004,0.5,1,0,0.1,0.0,2,1,10,12,83.33,3,3,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,19.0
fabricio perez,ar ARG,"MF,FW",Estudiantes–LP,18,2005,1.7,0,0,0.6,0.0,4,2,28,41,68.29,1,1,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,18.0
fabricio tirado,ar ARG,MF,Newell's OB,19,2004,0.7,0,0,0.0,0.0,0,0,14,24,58.33,3,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,19.0
fabrizio sartori,ar ARG,"FW,MF",Ind. Rivadavia,21,2002,1.2,0,0,0.2,0.0,3,0,7,13,53.85,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,21.0
facundo altamira,0,"MF,FW",Godoy Cruz,0,0,16.7,3,1,3.3,2.1,29,11,206,349,59.03,27,16,14,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0
facundo altamirano,ar ARG,GK,San Lorenzo,27,1996,9.0,0,0,0.0,0.0,0,0,179,253,70.75,1,0,0,0,11.0,1.22,32.0,22.0,65.6,2.0,22.2,0.0,0.0,0.0,0.0,10.7,0.35,0.7,0.08,23.0,86.0,26.7,197.0,28.0,32.5,33.0,3.0,2.6,8.0,0.89,15.8,True,27.0
facundo ardiles,ar ARG,"DF,FW",Godoy Cruz,25,1998,3.7,0,0,0.0,0.2,1,0,121,166,72.89,9,6,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,25.0
facundo baez,ar ARG,"FW,DF",Arg Juniors,19,2004,0.3,0,0,0.0,0.0,1,0,3,14,21.43,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,19.0
facundo bruera,ar ARG,FW,Barracas Central,25,1998,8.5,3,0,3.0,0.5,22,5,104,177,58.76,6,3,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,25.0
facundo butti,ar ARG,DF,Godoy Cruz,23,2000,1.1,0,0,0.0,0.0,0,0,19,23,82.61,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,23.0
facundo cambeses,ar ARG,GK,Racing Club,26,1997,6.5,0,0,0.0,0.0,0,0,122,181,67.4,0,0,0,0,12.0,1.85,34.0,21.0,64.7,1.0,16.7,1.0,0.0,1.0,0.0,10.3,0.3,-1.7,-0.26,18.0,74.0,24.3,133.0,19.0,39.1,37.0,3.0,3.3,5.0,0.77,11.9,True,26.0
facundo colidio,ar ARG,FW,River Plate,24,2000,15.6,7,1,5.7,3.3,40,20,323,464,69.61,21,14,19,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,24.0
facundo echevarria,ar ARG,"FW,MF",Defensa y Just,21,2002,2.6,0,1,0.2,0.6,7,0,46,71,64.79,4,0,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,21.0
facundo ferreyra,ar ARG,FW,Tigre,32,1991,3.6,1,0,1.5,0.2,5,2,43,69,62.32,2,1,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,32.0
facundo kruger,ar ARG,FW,Barracas Central,23,2000,0.2,0,0,0.0,0.0,0,0,2,5,40.0,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,23.0
facundo lencioni,ar ARG,"DF,MF",Belgrano,22,2001,3.4,0,1,0.2,0.4,4,0,58,103,56.31,8,6,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,22.0
facundo mallo,uy URU,DF,Rosario Central,29,1995,13.2,2,0,1.2,0.1,13,5,351,522,67.24,11,7,14,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,29.0
facundo mater,sy SYR,"DF,MF",Barracas Central,25,1998,10.0,0,0,0.7,0.7,9,1,366,496,73.79,26,18,15,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,25.0
facundo mura,ar ARG,"DF,MF",Racing Club,24,1999,8.3,3,0,0.7,0.6,8,3,281,392,71.68,13,8,10,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,24.0
facundo quignon,ar ARG,MF,Belgrano,30,1993,15.0,1,2,0.8,1.4,5,4,571,674,84.72,48,30,17,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,30.0
facundo rodriguez,ar ARG,DF,Estudiantes–LP,23,2000,13.5,1,0,0.2,0.1,3,2,444,565,78.58,16,11,9,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,23.0
facundo roncaglia,ar ARG,DF,Sarmiento,36,1987,7.5,0,0,0.0,0.2,1,0,184,247,74.49,14,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,36.0
facundo russo,ar ARG,MF,Platense,23,2000,1.8,0,0,0.1,0.0,2,0,19,41,46.34,3,2,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,23.0
facundo sanguinetti,ar ARG,GK,Banfield,22,2001,25.7,0,0,0.0,0.0,0,0,487,720,67.64,0,0,0,0,35.0,1.36,107.0,70.0,70.1,5.0,20.0,5.0,3.0,2.0,0.0,30.9,0.26,-4.1,-0.16,99.0,308.0,32.1,509.0,112.0,37.5,35.5,25.0,6.4,10.0,0.39,12.6,True,22.0
facundo suarez,ar ARG,FW,Instituto,29,1994,14.7,3,3,3.6,1.2,37,10,178,332,53.61,11,7,15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,29.0
favio cabral,ar ARG,FW,Cen. Córdoba–SdE,22,2001,6.2,4,1,3.3,1.1,16,6,79,116,68.1,4,3,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,22.0
federico aguirre,ar ARG,FW,Barracas Central,21,2002,3.0,0,0,0.2,0.1,2,1,41,55,74.55,3,2,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,21.0
federico andueza,uy URU,DF,Cen. Córdoba–SdE,26,1997,0.7,0,0,0.0,0.0,0,0,19,32,59.38,2,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,26.0
federico fattori,ar ARG,MF,Huracán,31,1992,19.2,0,1,0.1,0.6,5,1,893,1110,80.45,44,31,36,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,31.0
federico fernandez,ar ARG,DF,Estudiantes–LP,34,1989,8.5,0,0,0.5,0.2,5,0,430,479,89.77,4,3,8,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,34.0
federico gattoni,ar ARG,DF,River Plate,24,1999,4.6,0,0,0.1,0.0,1,0,249,292,85.27,6,2,13,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,24.0
federico girotti,ar ARG,FW,Talleres,24,1999,16.4,3,0,5.1,0.9,38,10,250,370,67.57,7,4,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,24.0
federico mancuello,ar ARG,"MF,FW",Independiente,34,1989,9.0,1,1,1.2,0.9,20,5,235,349,67.34,11,7,10,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,34.0
federico medina,ar ARG,FW,Banfield,19,2004,0.1,0,0,0.0,0.0,0,0,4,4,100.0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,19.0
federico milo,ar ARG,DF,Ind. Rivadavia,32,1992,6.2,0,0,0.1,0.2,4,0,150,267,56.18,22,19,5,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,32.0
federico paradela,ar ARG,MF,Sarmiento,24,1999,0.6,0,0,0.0,0.1,0,0,24,33,72.73,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,24.0
federico rasmussen,ar ARG,DF,Godoy Cruz,31,1992,23.9,0,0,0.0,0.3,1,0,791,948,83.44,38,22,14,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,31.0
federico vera,ar ARG,DF,Independiente,25,1998,12.7,0,0,0.1,0.6,3,2,411,565,72.74,29,19,18,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,25.0
felipe aguilar,co COL,DF,Independiente,31,1993,0.5,0,0,0.0,0.0,0,0,7,8,87.5,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,31.0
felipe loyola,cl CHI,"MF,DF",Independiente,23,2000,18.0,2,2,1.5,1.6,23,7,523,695,75.25,33,18,21,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,23.0
felipe pena,ar ARG,MF,Lanús,22,2001,13.2,2,0,0.6,0.7,13,4,527,677,77.84,28,18,24,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,22.0
felipe sanchez,ar ARG,"DF,FW",Gimnasia–LP,19,2004,0.3,0,0,0.0,0.0,0,0,11,14,78.57,4,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,19.0
felipe zenobio,ar ARG,GK,Tigre,23,2000,24.4,0,0,0.0,0.0,0,0,582,750,77.6,0,0,0,0,28.0,1.15,93.0,66.0,73.1,9.0,36.0,3.0,3.0,0.0,0.0,28.8,0.29,1.8,0.07,73.0,219.0,33.3,543.0,134.0,26.7,31.1,36.0,8.8,15.0,0.62,11.3,True,23.0
fernando alarcon,ar ARG,DF,Instituto,29,1994,18.6,2,0,1.1,0.2,19,6,593,815,72.76,28,17,21,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,29.0
fernando benitez,ar ARG,"FW,MF",Cen. Córdoba–SdE,23,2000,6.5,1,2,0.9,1.6,12,3,123,180,68.33,8,5,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,23.0
fernando david cardozo,py PAR,"FW,MF",Newell's OB,22,2001,7.5,0,0,1.1,0.1,11,0,168,261,64.37,18,13,15,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,22.0
fernando godoy,ar ARG,MF,Sarmiento,33,1990,2.2,0,0,0.0,0.0,1,0,37,56,66.07,8,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,33.0
fernando juarez,ar ARG,MF,Platense,25,1998,22.8,0,0,0.2,0.7,6,1,520,755,68.87,64,48,22,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,25.0
fernando martinez,ar ARG,"DF,FW",Cen. Córdoba–SdE,23,2000,2.3,0,0,0.4,0.0,1,1,43,60,71.67,2,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,23.0
fernando meza,ar ARG,DF,Arg Juniors,33,1990,5.2,1,0,0.8,0.1,2,2,210,253,83.0,2,0,1,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,33.0
fernando romero,py PAR,FW,Ind. Rivadavia,23,2000,7.3,1,0,0.9,0.4,12,3,76,124,61.29,7,5,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,23.0
fernando tobio,ar ARG,DF,Huracán,34,1989,16.4,1,0,0.7,0.0,5,4,513,657,78.08,18,13,15,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,34.0
fernando zuqui,ar ARG,MF,Estudiantes–LP,32,1991,3.2,0,0,0.1,0.3,2,1,206,236,87.29,2,1,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,32.0
flabian londono,co COL,FW,Tigre,23,2000,0.8,0,0,0.0,0.0,0,0,8,10,80.0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,23.0
florian monzon,ar ARG,"FW,MF",Tigre,23,2001,10.1,6,2,3.4,2.1,23,13,165,294,56.12,8,6,11,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,23.0
francesco lo celso,ar ARG,"FW,MF",Rosario Central,23,2000,2.7,0,1,0.2,0.3,3,2,91,113,80.53,2,2,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,23.0
francis mac allister,ar ARG,MF,Arg Juniors,28,1995,13.1,0,0,0.3,0.2,10,1,558,684,81.58,42,23,19,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,28.0
francisco alvarez,ar ARG,DF,Arg Juniors,23,2000,23.2,2,0,0.7,0.4,22,2,1273,1501,84.81,49,31,19,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,23.0
francisco bonfiglio,es ESP,"FW,MF",Atlé Tucumán,22,2002,1.5,0,0,0.7,0.2,6,1,19,34,55.88,4,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,22.0
francisco facello,ar ARG,DF,Belgrano,21,2003,4.8,0,0,0.0,0.1,0,0,83,144,57.64,16,11,7,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,21.0
francisco flores,ar ARG,DF,Atlé Tucumán,22,2002,5.1,0,0,0.1,0.0,1,0,108,153,70.59,6,5,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,22.0
francisco fydriszewski,ar ARG,FW,San Lorenzo,30,1993,1.1,0,0,0.8,0.1,1,0,14,21,66.67,2,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,30.0
francisco gerometta,ar ARG,DF,Unión,24,1999,3.7,0,0,0.1,0.6,2,0,58,107,54.21,15,10,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,24.0
francisco gonzalez,ar ARG,MF,Belgrano,26,1997,21.8,0,4,2.6,3.6,36,9,642,852,75.35,52,36,36,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,26.0
francisco marco,ar ARG,DF,Defensa y Just,20,2003,0.9,0,0,0.0,0.0,0,0,35,44,79.55,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,20.0
francisco montoro,ar ARG,FW,Vélez Sarsfield,19,2004,0.1,0,0,0.0,0.0,0,0,1,1,100.0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,19.0
francisco perruzzi,ar ARG,"MF,FW",San Lorenzo,22,2001,1.6,0,0,0.1,0.0,1,1,77,91,84.62,9,5,7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,22.0
francisco petrasso,ar ARG,DF,Ind. Rivadavia,21,2002,4.8,1,0,0.3,0.0,4,2,98,148,66.22,10,7,4,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,21.0
francisco pizzini,ar ARG,FW,Vélez Sarsfield,30,1993,24.1,4,5,5.8,5.3,51,20,553,802,68.95,21,14,16,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,30.0
franco alfonso,ar ARG,"FW,MF",Huracán,21,2002,2.9,0,0,0.1,0.3,7,0,83,125,66.4,2,1,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,21.0
franco aragon,ar ARG,MF,Cen. Córdoba–SdE,29,1994,1.0,0,0,0.0,0.0,1,0,38,45,84.44,1,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,29.0
franco armani,ar ARG,GK,River Plate,37,1986,22.0,0,0,0.0,0.0,0,0,472,550,85.82,0,0,0,0,16.0,0.73,68.0,51.0,80.9,9.0,40.9,4.0,3.0,1.0,0.0,19.7,0.24,3.7,0.17,58.0,124.0,46.8,395.0,109.0,21.5,28.7,10.0,4.5,21.0,0.95,15.7,True,37.0
franco baldassarra,ar ARG,"MF,FW",Platense,25,1998,3.5,0,0,0.1,0.5,6,2,73,114,64.04,14,12,4,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,25.0
