name,dob,position,team,age_years,is_gk,season,league_code,player_id_fb,name_norm,dob_key,k1,tm_player_id,market_value_eur,last_update,nationality,fuzzy_score,player_uuid
lautaro di lollo,2004,DF,Boca Juniors,19.0,False,2024,ARG1,,lautaro di lollo,2004,lautaro di lollo|2004,,,,ar ARG,,lautaro di lollo|2004
lautaro garzon,2003,GK,Vélez Sarsfield,20.0,True,2024,ARG1,,lautaro garzon,2003,lautaro garzon|2003,,,,ar ARG,,lautaro garzon|2003
lautaro godoy,2003,MF,Atlé Tucumán,20.0,False,2024,ARG1,,lautaro godoy,2003,lautaro godoy|2003,,,,py PAR,,lautaro godoy|2003
lautaro gomez,2003,FW,Banfield,20.0,False,2024,ARG1,,lautaro gomez,2003,lautaro gomez|2003,,,,ar ARG,,lautaro gomez|2003
lautaro millan,2005,MF,Independiente,18.0,False,2024,ARG1,,lautaro millan,2005,lautaro millan|2005,,,,cl CHI,,lautaro millan|2005
lautaro morales,1999,GK,Talleres,24.0,True,2024,ARG1,,lautaro morales,1999,lautaro morales|1999,,,,ar ARG,,lautaro morales|1999
lautaro rios,2000,MF,Ind. Rivadavia,23.0,False,2024,ARG1,,lautaro rios,2000,lautaro rios|2000,,,,ar ARG,,lautaro rios|2000
lautaro rivero,2003,DF,Cen. Córdoba–SdE,20.0,False,2024,ARG1,,lautaro rivero,2003,lautaro rivero|2003,,,,ar ARG,,lautaro rivero|2003
lautaro vargas,2005,DF,Unión,18.0,False,2024,ARG1,,lautaro vargas,2005,lautaro vargas|2005,,,,ar ARG,,lautaro vargas|2005
lautaro villegas,2003,MF,Banfield,20.0,False,2024,ARG1,,lautaro villegas,2003,lautaro villegas|2003,,,,ar ARG,,lautaro villegas|2003
leandro brey,2002,GK,Boca Juniors,21.0,True,2024,ARG1,,leandro brey,2002,leandro brey|2002,,,,ar ARG,,leandro brey|2002
leandro contin,1995,FW,Tigre,28.0,False,2024,ARG1,,leandro contin,1995,leandro contin|1995,,,,ar ARG,,leandro contin|1995
leandro diaz,1992,"FW,MF",Lanús,31.0,False,2024,ARG1,,leandro diaz,1992,leandro diaz|1992,,,,ar ARG,,leandro diaz|1992
leandro garate,1993,"FW,MF",Banfield,30.0,False,2024,ARG1,,leandro garate,1993,leandro garate|1993,,,,ar ARG,,leandro garate|1993
leandro gonzalez pirez,1992,DF,River Plate,31.0,False,2024,ARG1,,leandro gonzalez pirez,1992,leandro gonzalez pirez|1992,113130.0,1200000.0,,ar ARG,100.0,leandro gonzalez pirez|1992
leandro mamut,2003,MF,Gimnasia–LP,20.0,False,2024,ARG1,,leandro mamut,2003,leandro mamut|2003,,,,ar ARG,,leandro mamut|2003
leandro olima,0,MF,Atlé Tucumán,0.0,False,2024,ARG1,,leandro olima,,leandro olima|,,,,0,,leandro olima|
lenny lobato,2001,"FW,MF",Vélez Sarsfield,22.0,False,2024,ARG1,,lenny lobato,2001,lenny lobato|2001,,,,br BRA,,lenny lobato|2001
leonardo heredia,1996,"FW,MF",Arg Juniors,28.0,False,2024,ARG1,,leonardo heredia,1996,leonardo heredia|1996,,,,ar ARG,,leonardo heredia|1996
leonardo jara,1991,DF,Lanús,32.0,False,2024,ARG1,,leonardo jara,1991,leonardo jara|1991,,,,ar ARG,,leonardo jara|1991
leonardo landriel,1996,MF,Deportivo Riestra,27.0,False,2024,ARG1,,leonardo landriel,1996,leonardo landriel|1996,,,,ar ARG,,leonardo landriel|1996
leonardo marchi,1996,DF,Cen. Córdoba–SdE,27.0,False,2024,ARG1,,leonardo marchi,1996,leonardo marchi|1996,,,,ar ARG,,leonardo marchi|1996
leonardo morales,1991,DF,Gimnasia–LP,32.0,False,2024,ARG1,,leonardo morales,1991,leonardo morales|1991,,,,ar ARG,,leonardo morales|1991
leonardo sigali,1987,DF,Racing Club,36.0,False,2024,ARG1,,leonardo sigali,1987,leonardo sigali|1987,,,,ar ARG,,leonardo sigali|1987
leonel cardozo,2004,DF,Lanús,20.0,False,2024,ARG1,,leonel cardozo,2004,leonel cardozo|2004,,,,ar ARG,,leonel cardozo|2004
leonel miranda,1994,MF,Tigre,30.0,False,2024,ARG1,,leonel miranda,1994,leonel miranda|1994,,,,ar ARG,,leonel miranda|1994
leonel picco,1999,MF,Platense,24.0,False,2024,ARG1,,leonel picco,1999,leonel picco|1999,,,,ar ARG,,leonel picco|1999
leonel roldan,2004,MF,Vélez Sarsfield,19.0,False,2024,ARG1,,leonel roldan,2004,leonel roldan|2004,,,,ar ARG,,leonel roldan|2004
leonel vangioni,1987,DF,Newell's OB,36.0,False,2024,ARG1,,leonel vangioni,1987,leonel vangioni|1987,55895.0,100000.0,,ar ARG,100.0,leonel vangioni|1987
lionel verde,2004,MF,Unión,19.0,False,2024,ARG1,,lionel verde,2004,lionel verde|2004,,,,ar ARG,,lionel verde|2004
lisandro lopez,1983,"FW,MF",Sarmiento,40.0,False,2024,ARG1,,lisandro lopez,1983,lisandro lopez|1983,27661.0,200000.0,,ar ARG,100.0,lisandro lopez|1983
lisandro montenegro,2003,"MF,DF",Platense,20.0,False,2024,ARG1,,lisandro montenegro,2003,lisandro montenegro|2003,,,,ar ARG,,lisandro montenegro|2003
lisandro pinero,2007,FW,Banfield,16.0,False,2024,ARG1,,lisandro pinero,2007,lisandro pinero|2007,,,,ar ARG,,lisandro pinero|2007
lorenzo scipioni,2004,MF,Tigre,19.0,False,2024,ARG1,,lorenzo scipioni,2004,lorenzo scipioni|2004,,,,ar ARG,,lorenzo scipioni|2004
luca langoni,2002,FW,Boca Juniors,21.0,False,2024,ARG1,,luca langoni,2002,luca langoni|2002,,,,ar ARG,,luca langoni|2002
luca martinez,2001,FW,Rosario Central,23.0,False,2024,ARG1,,luca martinez,2001,luca martinez|2001,,,,mx MEX,,luca martinez|2001
luca raffin,2006,DF,Rosario Central,18.0,False,2024,ARG1,,luca raffin,2006,luca raffin|2006,,,,py PAR,,luca raffin|2006
luca regiardo,2006,MF,Newell's OB,17.0,False,2024,ARG1,,luca regiardo,2006,luca regiardo|2006,,,,ar ARG,,luca regiardo|2006
lucas abascia,1995,DF,Cen. Córdoba–SdE,28.0,False,2024,ARG1,,lucas abascia,1995,lucas abascia|1995,,,,ar ARG,,lucas abascia|1995
lucas acosta,1995,GK,Sarmiento,28.0,True,2024,ARG1,,lucas acosta,1995,lucas acosta|1995,,,,ar ARG,,lucas acosta|1995
lucas ambrogio,1999,"FW,MF",Atlé Tucumán,24.0,False,2024,ARG1,,lucas ambrogio,1999,lucas ambrogio|1999,,,,ar ARG,,lucas ambrogio|1999
lucas arce,1997,DF,Godoy Cruz,26.0,False,2024,ARG1,,lucas arce,1997,lucas arce|1997,,,,ar ARG,,lucas arce|1997
lucas banos,2005,DF,Newell's OB,18.0,False,2024,ARG1,,lucas banos,2005,lucas banos|2005,,,,ar ARG,,lucas banos|2005
lucas bernabeu,2004,DF,Belgrano,20.0,False,2024,ARG1,,lucas bernabeu,2004,lucas bernabeu|2004,,,,ar ARG,,lucas bernabeu|2004
lucas besozzi,2003,"FW,MF",Newell's OB,21.0,False,2024,ARG1,,lucas besozzi,2003,lucas besozzi|2003,,,,ar ARG,,lucas besozzi|2003
lucas brochero,1999,"DF,FW",Barracas Central,25.0,False,2024,ARG1,,lucas brochero,1999,lucas brochero|1999,,,,ar ARG,,lucas brochero|1999
lucas bustos,2005,MF,Belgrano,18.0,False,2024,ARG1,,lucas bustos,2005,lucas bustos|2005,,,,ar ARG,,lucas bustos|2005
lucas carrizo,1997,DF,Huracán,26.0,False,2024,ARG1,,lucas carrizo,1997,lucas carrizo|1997,,,,ar ARG,,lucas carrizo|1997
lucas castro,1989,MF,Gimnasia–LP,34.0,False,2024,ARG1,,lucas castro,1989,lucas castro|1989,105892.0,350000.0,,ar ARG,100.0,lucas castro|1989
lucas faggioli,1997,DF,Barracas Central,26.0,False,2024,ARG1,,lucas faggioli,1997,lucas faggioli|1997,,,,ar ARG,,lucas faggioli|1997
lucas ferreira,2000,DF,Defensa y Just,23.0,False,2024,ARG1,,lucas ferreira,2000,lucas ferreira|2000,,,,uy URU,,lucas ferreira|2000
lucas gamba,1987,"FW,MF",Unión,36.0,False,2024,ARG1,,lucas gamba,1987,lucas gamba|1987,,,,ar ARG,,lucas gamba|1987
lucas gomez,2004,MF,Arg Juniors,19.0,False,2024,ARG1,,lucas gomez,2004,lucas gomez|2004,,,,ar ARG,,lucas gomez|2004
lucas gonzalez,2000,"MF,FW",Independiente,23.0,False,2024,ARG1,,lucas gonzalez,2000,lucas gonzalez|2000,,,,ar ARG,,lucas gonzalez|2000
lucas hoyos,1989,GK,Newell's OB,34.0,True,2024,ARG1,,lucas hoyos,1989,lucas hoyos|1989,,,,ar ARG,,lucas hoyos|1989
lucas irusta,2003,DF,Lanús,21.0,False,2024,ARG1,,lucas irusta,2003,lucas irusta|2003,,,,ar ARG,,lucas irusta|2003
lucas janson,1994,"FW,MF",Boca Juniors,29.0,False,2024,ARG1,,lucas janson,1994,lucas janson|1994,,,,ar ARG,,lucas janson|1994
lucas menossi,1992,MF,Belgrano,31.0,False,2024,ARG1,,lucas menossi,1992,lucas menossi|1992,,,,ar ARG,,lucas menossi|1992
lucas mihovilcevich,2004,DF,Newell's OB,20.0,False,2024,ARG1,,lucas mihovilcevich,2004,lucas mihovilcevich|2004,,,,ar ARG,,lucas mihovilcevich|2004
lucas ocampo,1997,"MF,FW",Platense,26.0,False,2024,ARG1,,lucas ocampo,1997,lucas ocampo|1997,189441.0,9000000.0,,uy URU,96.0,lucas ocampo|1997
lucas rodriguez,1993,DF,Instituto,30.0,False,2024,ARG1,,lucas rodriguez,1993,lucas rodriguez|1993,,,,ar ARG,,lucas rodriguez|1993
lucas souto,1998,DF,Huracán,25.0,False,2024,ARG1,,lucas souto,1998,lucas souto|1998,,,,ar ARG,,lucas souto|1998
lucas suarez,1995,DF,Talleres,28.0,False,2024,ARG1,,lucas suarez,1995,lucas suarez|1995,,,,ar ARG,,lucas suarez|1995
lucas varaldo,2002,FW,Cen. Córdoba–SdE,21.0,False,2024,ARG1,,lucas varaldo,2002,lucas varaldo|2002,,,,ar ARG,,lucas varaldo|2002
luciano abecasis,1990,DF,Ind. Rivadavia,33.0,False,2024,ARG1,,luciano abecasis,1990,luciano abecasis|1990,,,,ar ARG,,luciano abecasis|1990
luciano boggio,1999,MF,Lanús,24.0,False,2024,ARG1,,luciano boggio,1999,luciano boggio|1999,,,,it ITA,,luciano boggio|1999
luciano cingolani,2001,MF,Godoy Cruz,22.0,False,2024,ARG1,,luciano cingolani,2001,luciano cingolani|2001,,,,ar ARG,,luciano cingolani|2001
luciano ferreyra,2002,MF,Platense,21.0,False,2024,ARG1,,luciano ferreyra,2002,luciano ferreyra|2002,,,,ar ARG,,luciano ferreyra|2002
luciano gimenez,2000,"FW,MF",Estudiantes–LP,23.0,False,2024,ARG1,,luciano gimenez,2000,luciano gimenez|2000,,,,ar ARG,,luciano gimenez|2000
luciano gomez,1996,DF,Ind. Rivadavia,27.0,False,2024,ARG1,,luciano gomez,1996,luciano gomez|1996,,,,ar ARG,,luciano gomez|1996
luciano gondou,2001,FW,Arg Juniors,22.0,False,2024,ARG1,,luciano gondou,2001,luciano gondou|2001,851111.0,12000000.0,,ar ARG,100.0,luciano gondou|2001
luciano lollo,1987,DF,Estudiantes–LP,36.0,False,2024,ARG1,,luciano lollo,1987,luciano lollo|1987,,,,ar ARG,,luciano lollo|1987
luciano ramon herrera,1996,"FW,MF",Defensa y Just,27.0,False,2024,ARG1,,luciano ramon herrera,1996,luciano ramon herrera|1996,,,,ar ARG,,luciano ramon herrera|1996
luciano recalde,1995,DF,Banfield,28.0,False,2024,ARG1,,luciano recalde,1995,luciano recalde|1995,,,,ar ARG,,luciano recalde|1995
luciano vietto,1993,"FW,MF",Racing Club,30.0,False,2024,ARG1,,luciano vietto,1993,luciano vietto|1993,214316.0,2300000.0,,ar ARG,100.0,luciano vietto|1993
luis advincula,1990,DF,Boca Juniors,33.0,False,2024,ARG1,,luis advincula,1990,luis advincula|1990,103890.0,1200000.0,,pe PER,100.0,luis advincula|1990
luis angulo,2004,"MF,FW",Platense,19.0,False,2024,ARG1,,luis angulo,2004,luis angulo|2004,,,,co COL,,luis angulo|2004
luis ingolotti,2000,GK,Cen. Córdoba–SdE,24.0,True,2024,ARG1,,luis ingolotti,2000,luis ingolotti|2000,,,,ar ARG,,luis ingolotti|2000
luis miguel rodriguez,1985,"FW,MF",Atlé Tucumán,39.0,False,2024,ARG1,,luis miguel rodriguez,1985,luis miguel rodriguez|1985,634427.0,2000000.0,,ar ARG,95.0,luis miguel rodriguez|1985
luis sanchez,2000,"MF,FW",Cen. Córdoba–SdE,23.0,False,2024,ARG1,,luis sanchez,2000,luis sanchez|2000,207922.0,600000.0,,co COL,92.3076923076923,luis sanchez|2000
luis sequeira,2003,MF,Ind. Rivadavia,21.0,False,2024,ARG1,,luis sequeira,2003,luis sequeira|2003,,,,ar ARG,,luis sequeira|2003
maher carrizo,2006,"FW,MF",Vélez Sarsfield,17.0,False,2024,ARG1,,maher carrizo,2006,maher carrizo|2006,,,,ar ARG,,maher carrizo|2006
malcom braida,1997,DF,San Lorenzo,26.0,False,2024,ARG1,,malcom braida,1997,malcom braida|1997,,,,ar ARG,,malcom braida|1997
manuel agustin duarte,2001,"MF,FW",Barracas Central,22.0,False,2024,ARG1,,manuel agustin duarte,2001,manuel agustin duarte|2001,,,,ar ARG,,manuel agustin duarte|2001
manuel garcia,1999,MF,Sarmiento,24.0,False,2024,ARG1,,manuel garcia,1999,manuel garcia|1999,457244.0,700000.0,,ar ARG,95.0,manuel garcia|1999
manuel guillen,2001,"DF,FW",Godoy Cruz,22.0,False,2024,ARG1,,manuel guillen,2001,manuel guillen|2001,,,,ar ARG,,manuel guillen|2001
manuel lanzini,1993,"MF,FW",River Plate,30.0,False,2024,ARG1,,manuel lanzini,1993,manuel lanzini|1993,135853.0,5000000.0,,ar ARG,100.0,manuel lanzini|1993
manuel monaco,2002,"MF,FW",Sarmiento,21.0,False,2024,ARG1,,manuel monaco,2002,manuel monaco|2002,,,,ar ARG,,manuel monaco|2002
manuel palavecino,2003,"MF,FW",Cen. Córdoba–SdE,21.0,False,2024,ARG1,,manuel palavecino,2003,manuel palavecino|2003,,,,ar ARG,,manuel palavecino|2003
manuel panaro miramon,2002,"FW,DF",Gimnasia–LP,21.0,False,2024,ARG1,,manuel panaro miramon,2002,manuel panaro miramon|2002,,,,ar ARG,,manuel panaro miramon|2002
manuel roffo,2000,GK,Instituto,23.0,True,2024,ARG1,,manuel roffo,2000,manuel roffo|2000,,,,ar ARG,,manuel roffo|2000
manuel tucker,2004,MF,Platense,19.0,False,2024,ARG1,,manuel tucker,2004,manuel tucker|2004,,,,ar ARG,,manuel tucker|2004
marcelino moreno,1994,"MF,FW",Lanús,29.0,False,2024,ARG1,,marcelino moreno,1994,marcelino moreno|1994,,,,ar ARG,,marcelino moreno|1994
marcelo barovero,1984,GK,Banfield,39.0,True,2024,ARG1,,marcelo barovero,1984,marcelo barovero|1984,,,,ar ARG,,marcelo barovero|1984
marcelo estigarribia,1995,FW,Atlé Tucumán,28.0,False,2024,ARG1,,marcelo estigarribia,1995,marcelo estigarribia|1995,76329.0,50000.0,,ar ARG,100.0,marcelo estigarribia|1995
marcelo mino,1997,GK,Barracas Central,26.0,True,2024,ARG1,,marcelo mino,1997,marcelo mino|1997,,,,ar ARG,,marcelo mino|1997
marcelo perez,2001,FW,Huracán,22.0,False,2024,ARG1,,marcelo perez,2001,marcelo perez|2001,,,,py PAR,,marcelo perez|2001
marcelo saracchi,1998,"DF,MF",Boca Juniors,25.0,False,2024,ARG1,,marcelo saracchi,1998,marcelo saracchi|1998,373916.0,1500000.0,,uy URU,100.0,marcelo saracchi|1998
marco di cesare,2002,DF,Racing Club,22.0,False,2024,ARG1,,marco di cesare,2002,marco di cesare|2002,,,,ar ARG,,marco di cesare|2002
marco iacobellis,2000,"FW,MF",Barracas Central,23.0,False,2024,ARG1,,marco iacobellis,2000,marco iacobellis|2000,,,,ar ARG,,marco iacobellis|2000
marco pellegrino,2002,DF,Independiente,21.0,False,2024,ARG1,,marco pellegrino,2002,marco pellegrino|2002,776303.0,3500000.0,,ar ARG,100.0,marco pellegrino|2002
marco ruben,1986,FW,Rosario Central,37.0,False,2024,ARG1,,marco ruben,1986,marco ruben|1986,30825.0,500000.0,,ar ARG,100.0,marco ruben|1986
marcos acuna,1991,DF,River Plate,32.0,False,2024,ARG1,,marcos acuna,1991,marcos acuna|1991,60410.0,4000000.0,,ar ARG,100.0,marcos acuna|1991
marcos echeverria,2003,FW,Banfield,20.0,False,2024,ARG1,,marcos echeverria,2003,marcos echeverria|2003,,,,ar ARG,,marcos echeverria|2003
marcos ignacio ledesma,1996,GK,Gimnasia–LP,27.0,True,2024,ARG1,,marcos ignacio ledesma,1996,marcos ignacio ledesma|1996,,,,ar ARG,,marcos ignacio ledesma|1996
marcos montiel,1995,MF,Godoy Cruz,28.0,False,2024,ARG1,,marcos montiel,1995,marcos montiel|1995,,,,uy URU,,marcos montiel|1995
marcos portillo,2000,MF,Talleres,24.0,False,2024,ARG1,,marcos portillo,2000,marcos portillo|2000,,,,ar ARG,,marcos portillo|2000
marcos rojo,1990,DF,Boca Juniors,33.0,False,2024,ARG1,,marcos rojo,1990,marcos rojo|1990,93176.0,2200000.0,,ar ARG,100.0,marcos rojo|1990
mariano gerez,2006,MF,Lanús,18.0,False,2024,ARG1,,mariano gerez,2006,mariano gerez|2006,,,,ar ARG,,mariano gerez|2006
mariano santiago,2001,MF,Godoy Cruz,22.0,False,2024,ARG1,,mariano santiago,2001,mariano santiago|2001,,,,ar ARG,,mariano santiago|2001
mariano troilo,2003,DF,Belgrano,20.0,False,2024,ARG1,,mariano troilo,2003,mariano troilo|2003,,,,ar ARG,,mariano troilo|2003
mario sanabria,2002,MF,Deportivo Riestra,21.0,False,2024,ARG1,,mario sanabria,2002,mario sanabria|2002,,,,ar ARG,,mario sanabria|2002
martin barrios,1999,MF,Racing Club,25.0,False,2024,ARG1,,martin barrios,1999,martin barrios|1999,,,,uy URU,,martin barrios|1999
martin fernandez,2001,MF,Gimnasia–LP,22.0,False,2024,ARG1,,martin fernandez,2001,martin fernandez|2001,,,,uy URU,,martin fernandez|2001
martin garay,1999,"DF,MF",Tigre,24.0,False,2024,ARG1,,martin garay,1999,martin garay|1999,,,,ar ARG,,martin garay|1999
martin lazarte,2005,MF,Banfield,18.0,False,2024,ARG1,,martin lazarte,2005,martin lazarte|2005,,,,ar ARG,,martin lazarte|2005
martin luciano,2003,DF,Godoy Cruz,20.0,False,2024,ARG1,,martin luciano,2003,martin luciano|2003,,,,ar ARG,,martin luciano|2003
martin ortega,1999,DF,Tigre,24.0,False,2024,ARG1,,martin ortega,1999,martin ortega|1999,,,,ar ARG,,martin ortega|1999
martin pino,1998,FW,Godoy Cruz,25.0,False,2024,ARG1,,martin pino,1998,martin pino|1998,,,,ar ARG,,martin pino|1998
mateo bajamich,1999,"FW,MF",Atlé Tucumán,24.0,False,2024,ARG1,,mateo bajamich,1999,mateo bajamich|1999,,,,ar ARG,,mateo bajamich|1999
mateo clemente,2002,GK,San Lorenzo,21.0,True,2024,ARG1,,mateo clemente,2002,mateo clemente|2002,,,,ar ARG,,mateo clemente|2002
mateo coronel,1998,FW,Atlé Tucumán,25.0,False,2024,ARG1,,mateo coronel,1998,mateo coronel|1998,,,,ar ARG,,mateo coronel|1998
mateo del blanco,2003,DF,Unión,20.0,False,2024,ARG1,,mateo del blanco,2003,mateo del blanco|2003,,,,ar ARG,,mateo del blanco|2003
mateo diaz chaves,2003,MF,Arg Juniors,20.0,False,2024,ARG1,,mateo diaz chaves,2003,mateo diaz chaves|2003,,,,ar ARG,,mateo diaz chaves|2003
mateo mendia,2004,DF,Boca Juniors,19.0,False,2024,ARG1,,mateo mendia,2004,mateo mendia|2004,,,,ar ARG,,mateo mendia|2004
mateo mendoza,2004,DF,Godoy Cruz,19.0,False,2024,ARG1,,mateo mendoza,2004,mateo mendoza|2004,,,,ar ARG,,mateo mendoza|2004
mateo pellegrino,2001,FW,Platense,22.0,False,2024,ARG1,,mateo pellegrino,2001,mateo pellegrino|2001,856530.0,3500000.0,,ar ARG,100.0,mateo pellegrino|2001
mateo perez,2000,DF,Banfield,23.0,False,2024,ARG1,,mateo perez,2000,mateo perez|2000,,,,ar ARG,,mateo perez|2000
mateo sanabria,2004,MF,Lanús,19.0,False,2024,ARG1,,mateo sanabria,2004,mateo sanabria|2004,,,,ar ARG,,mateo sanabria|2004
mateo silvetti,2006,"MF,FW",Newell's OB,18.0,False,2024,ARG1,,mateo silvetti,2006,mateo silvetti|2006,,,,ar ARG,,mateo silvetti|2006
mathias de ritis,2003,DF,Banfield,21.0,False,2024,ARG1,,mathias de ritis,2003,mathias de ritis|2003,,,,uy URU,,mathias de ritis|2003
matias abaldo,2004,FW,Gimnasia–LP,19.0,False,2024,ARG1,,matias abaldo,2004,matias abaldo|2004,,,,uy URU,,matias abaldo|2004
matias acevedo,2008,MF,Racing Club,15.0,False,2024,ARG1,,matias acevedo,2008,matias acevedo|2008,,,,ar ARG,,matias acevedo|2008
matias catalan,1992,DF,Talleres,31.0,False,2024,ARG1,,matias catalan,1992,matias catalan|1992,,,,cl CHI,,matias catalan|1992
matias contrera,2005,FW,Estudiantes–LP,18.0,False,2024,ARG1,,matias contrera,2005,matias contrera|2005,,,,ar ARG,,matias contrera|2005
matias de los santos,1992,DF,Atlé Tucumán,31.0,False,2024,ARG1,,matias de los santos,1992,matias de los santos|1992,,,,uy URU,,matias de los santos|1992
matias diaz,2004,MF,Cen. Córdoba–SdE,19.0,False,2024,ARG1,,matias diaz,2004,matias diaz|2004,,,,ar ARG,,matias diaz|2004
matias espindola,2003,"MF,DF",Tigre,20.0,False,2024,ARG1,,matias espindola,2003,matias espindola|2003,,,,ar ARG,,matias espindola|2003
matias esquivel,1999,"MF,FW",Talleres,24.0,False,2024,ARG1,,matias esquivel,1999,matias esquivel|1999,,,,ar ARG,,matias esquivel|1999
matias galarza,2002,"MF,FW",Talleres,21.0,False,2024,ARG1,,matias galarza,2002,matias galarza|2002,909737.0,7000000.0,,py PAR,100.0,matias galarza|2002
matias gimenez,1999,MF,Independiente,24.0,False,2024,ARG1,,matias gimenez,1999,matias gimenez|1999,,,,ar ARG,,matias gimenez|1999
matias godoy,2002,"FW,MF",Cen. Córdoba–SdE,22.0,False,2024,ARG1,,matias godoy,2002,matias godoy|2002,,,,ar ARG,,matias godoy|2002
matias gomez,2003,FW,Huracán,20.0,False,2024,ARG1,,matias gomez,2003,matias gomez|2003,,,,ar ARG,,matias gomez|2003
matias gonzalez,2002,MF,Banfield,21.0,False,2024,ARG1,,matias gonzalez,2002,matias gonzalez|2002,,,,ar ARG,,matias gonzalez|2002
matias kranevitter,1993,MF,River Plate,30.0,False,2024,ARG1,,matias kranevitter,1993,matias kranevitter|1993,240900.0,2000000.0,,ar ARG,100.0,matias kranevitter|1993
matias mansilla,1996,GK,Estudiantes–LP,27.0,True,2024,ARG1,,matias mansilla,1996,matias mansilla|1996,,,,ar ARG,,matias mansilla|1996
matias marin,1999,"MF,FW",Belgrano,24.0,False,2024,ARG1,,matias marin,1999,matias marin|1999,,,,cl CHI,,matias marin|1999
matias miranda,2000,MF,Gimnasia–LP,23.0,False,2024,ARG1,,matias miranda,2000,matias miranda|2000,,,,ar ARG,,matias miranda|2000
matias moreno,2003,DF,Belgrano,20.0,False,2024,ARG1,,matias moreno,2003,matias moreno|2003,1144700.0,4000000.0,,ar ARG,100.0,matias moreno|2003
matias orihuela,1992,"DF,MF",Atlé Tucumán,31.0,False,2024,ARG1,,matias orihuela,1992,matias orihuela|1992,338170.0,450000.0,,ar ARG,100.0,matias orihuela|1992
matias pellegrini,2000,FW,Vélez Sarsfield,23.0,False,2024,ARG1,,matias pellegrini,2000,matias pellegrini|2000,,,,ar ARG,,matias pellegrini|2000
matias perello,2001,"FW,MF",Arg Juniors,22.0,False,2024,ARG1,,matias perello,2001,matias perello|2001,,,,ar ARG,,matias perello|2001
matias ramirez,1999,FW,Gimnasia–LP,24.0,False,2024,ARG1,,matias ramirez,1999,matias ramirez|1999,,,,ar ARG,,matias ramirez|1999
matias reali,1997,"FW,MF",San Lorenzo,26.0,False,2024,ARG1,,matias reali,1997,matias reali|1997,,,,ar ARG,,matias reali|1997
matias rosales,2005,"DF,MF",Sarmiento,18.0,False,2024,ARG1,,matias rosales,2005,matias rosales|2005,,,,ar ARG,,matias rosales|2005
matias ruiz diaz,1996,DF,Ind. Rivadavia,27.0,False,2024,ARG1,,matias ruiz diaz,1996,matias ruiz diaz|1996,,,,ar ARG,,matias ruiz diaz|1996
matias sosa,2001,"FW,MF",Defensa y Just,22.0,False,2024,ARG1,,matias sosa,2001,matias sosa|2001,,,,ar ARG,,matias sosa|2001
matias suarez,1988,"FW,DF",Belgrano,35.0,False,2024,ARG1,,matias suarez,1988,matias suarez|1988,66660.0,300000.0,,ar ARG,100.0,matias suarez|1988
matko miljevic,2001,"MF,FW",Newell's OB,22.0,False,2024,ARG1,,matko miljevic,2001,matko miljevic|2001,,,,us USA,,matko miljevic|2001
mauricio asenjo,1994,FW,Ind. Rivadavia,29.0,False,2024,ARG1,,mauricio asenjo,1994,mauricio asenjo|1994,,,,ar ARG,,mauricio asenjo|1994
mauricio cardillo,2003,"MF,DF",Ind. Rivadavia,20.0,False,2024,ARG1,,mauricio cardillo,2003,mauricio cardillo|2003,,,,ar ARG,,mauricio cardillo|2003
mauricio isla,1988,DF,Independiente,35.0,False,2024,ARG1,,mauricio isla,1988,mauricio isla|1988,43722.0,425000.0,,cl CHI,100.0,mauricio isla|1988
mauricio martinez,1993,"MF,DF",Rosario Central,30.0,False,2024,ARG1,,mauricio martinez,1993,mauricio martinez|1993,,,,ar ARG,,mauricio martinez|1993
mauricio roldan,2005,FW,Banfield,18.0,False,2024,ARG1,,mauricio roldan,2005,mauricio roldan|2005,,,,ar ARG,,mauricio roldan|2005
mauro luna diale,1999,MF,Unión,24.0,False,2024,ARG1,,mauro luna diale,1999,mauro luna diale|1999,653266.0,1800000.0,,ar ARG,100.0,mauro luna diale|1999
mauro maidana,1990,DF,Ind. Rivadavia,33.0,False,2024,ARG1,,mauro maidana,1990,mauro maidana|1990,,,,ar ARG,,mauro maidana|1990
mauro mendez,1999,"FW,MF",Estudiantes–LP,25.0,False,2024,ARG1,,mauro mendez,1999,mauro mendez|1999,,,,uy URU,,mauro mendez|1999
mauro pitton,1994,MF,Unión,29.0,False,2024,ARG1,,mauro pitton,1994,mauro pitton|1994,,,,ar ARG,,mauro pitton|1994
maxi gonzalez,2004,MF,Lanús,19.0,False,2024,ARG1,,maxi gonzalez,2004,maxi gonzalez|2004,,,,ar ARG,,maxi gonzalez|2004
maximiliano brito,1991,FW,Deportivo Riestra,32.0,False,2024,ARG1,,maximiliano brito,1991,maximiliano brito|1991,,,,uy URU,,maximiliano brito|1991
maximiliano lovera,1999,"FW,MF",Rosario Central,24.0,False,2024,ARG1,,maximiliano lovera,1999,maximiliano lovera|1999,441422.0,600000.0,,ar ARG,100.0,maximiliano lovera|1999
maximiliano meza,1992,"MF,FW",River Plate,31.0,False,2024,ARG1,,maximiliano meza,1992,maximiliano meza|1992,,,,ar ARG,,maximiliano meza|1992
maximiliano puig,2000,"MF,DF",Barracas Central,23.0,False,2024,ARG1,,maximiliano puig,2000,maximiliano puig|2000,,,,ar ARG,,maximiliano puig|2000
maximiliano rodriguez,1988,"DF,MF",Deportivo Riestra,35.0,False,2024,ARG1,,maximiliano rodriguez,1988,maximiliano rodriguez|1988,,,,ar ARG,,maximiliano rodriguez|1988
