name,dob,position,team,age_years,is_gk,season,league_code,player_id_fb,name_norm,dob_key,k1,tm_player_id,market_value_eur,last_update,nationality,fuzzy_score,player_uuid
gonzalo goni,1998,DF,Barracas Central,25.0,False,2024,ARG1,,gonzalo goni,1998,gonzalo goni|1998,,,,ar ARG,,gonzalo goni|1998
gonzalo lujan,2001,DF,San Lorenzo,22.0,False,2024,ARG1,,gonzalo lujan,2001,gonzalo lujan|2001,,,,ar ARG,,gonzalo lujan|2001
gonzalo marinelli,1989,GK,Ind. Rivadavia,34.0,True,2024,ARG1,,gonzalo marinelli,1989,gonzalo marinelli|1989,,,,ar ARG,,gonzalo marinelli|1989
gonzalo maroni,1999,"MF,FW",Tigre,24.0,False,2024,ARG1,,gonzalo maroni,1999,gonzalo maroni|1999,441385.0,2000000.0,,ar ARG,100.0,gonzalo maroni|1999
gonzalo morales,2003,"FW,DF",Unión,20.0,False,2024,ARG1,,gonzalo morales,2003,gonzalo morales|2003,,,,ar ARG,,gonzalo morales|2003
gonzalo nicolas martinez,1993,"MF,FW",River Plate,30.0,False,2024,ARG1,,gonzalo nicolas martinez,1993,gonzalo nicolas martinez|1993,,,,ar ARG,,gonzalo nicolas martinez|1993
gonzalo perez,2001,"MF,DF",Lanús,23.0,False,2024,ARG1,,gonzalo perez,2001,gonzalo perez|2001,,,,uy URU,,gonzalo perez|2001
gonzalo requena,2003,DF,Instituto,20.0,False,2024,ARG1,,gonzalo requena,2003,gonzalo requena|2003,,,,ar ARG,,gonzalo requena|2003
gonzalo rios,1999,"MF,FW",Ind. Rivadavia,25.0,False,2024,ARG1,,gonzalo rios,1999,gonzalo rios|1999,,,,ar ARG,,gonzalo rios|1999
gonzalo trindade,2004,DF,Cen. Córdoba–SdE,19.0,False,2024,ARG1,,gonzalo trindade,2004,gonzalo trindade|2004,,,,ar ARG,,gonzalo trindade|2004
gregorio rodriguez,2000,"FW,MF",Instituto,24.0,False,2024,ARG1,,gregorio rodriguez,2000,gregorio rodriguez|2000,,,,ar ARG,,gregorio rodriguez|2000
guido carrillo,1991,FW,Estudiantes–LP,32.0,False,2024,ARG1,,guido carrillo,1991,guido carrillo|1991,184672.0,500000.0,,ar ARG,100.0,guido carrillo|1991
guido herrera,1992,GK,Talleres,31.0,True,2024,ARG1,,guido herrera,1992,guido herrera|1992,230014.0,2000000.0,,ar ARG,100.0,guido herrera|1992
guido mainero,1995,"FW,MF",Platense,28.0,False,2024,ARG1,,guido mainero,1995,guido mainero|1995,,,,ar ARG,,guido mainero|1995
guillermo acosta,1988,MF,Atlé Tucumán,35.0,False,2024,ARG1,,guillermo acosta,1988,guillermo acosta|1988,,,,ar ARG,,guillermo acosta|1988
guillermo balzi,2001,MF,Newell's OB,22.0,False,2024,ARG1,,guillermo balzi,2001,guillermo balzi|2001,896234.0,400000.0,,ar ARG,100.0,guillermo balzi|2001
guillermo benitez,1993,DF,Huracán,30.0,False,2024,ARG1,,guillermo benitez,1993,guillermo benitez|1993,,,,ar ARG,,guillermo benitez|1993
guillermo burdisso,1988,DF,Huracán,35.0,False,2024,ARG1,,guillermo burdisso,1988,guillermo burdisso|1988,104233.0,325000.0,,ar ARG,100.0,guillermo burdisso|1988
guillermo enrique,2000,DF,Banfield,23.0,False,2024,ARG1,,guillermo enrique,2000,guillermo enrique|2000,,,,ar ARG,,guillermo enrique|2000
guillermo matias fernandez,1991,MF,Boca Juniors,32.0,False,2024,ARG1,,guillermo matias fernandez,1991,guillermo matias fernandez|1991,142023.0,500000.0,,ar ARG,95.0,guillermo matias fernandez|1991
guillermo may,1998,FW,Newell's OB,25.0,False,2024,ARG1,,guillermo may,1998,guillermo may|1998,,,,uy URU,,guillermo may|1998
guillermo pereira,1994,MF,Deportivo Riestra,30.0,False,2024,ARG1,,guillermo pereira,1994,guillermo pereira|1994,,,,ar ARG,,guillermo pereira|1994
gustavo albarracin,2006,MF,Talleres,17.0,False,2024,ARG1,,gustavo albarracin,2006,gustavo albarracin|2006,,,,ar ARG,,gustavo albarracin|2006
gustavo benitez,1986,DF,Deportivo Riestra,37.0,False,2024,ARG1,,gustavo benitez,1986,gustavo benitez|1986,,,,ar ARG,,gustavo benitez|1986
gustavo bou,1990,FW,Talleres,33.0,False,2024,ARG1,,gustavo bou,1990,gustavo bou|1990,,,,ar ARG,,gustavo bou|1990
gustavo canto,1994,DF,Gimnasia–LP,29.0,False,2024,ARG1,,gustavo canto,1994,gustavo canto|1994,,,,ar ARG,,gustavo canto|1994
gustavo fernandez,1990,FW,Deportivo Riestra,33.0,False,2024,ARG1,,gustavo fernandez,1990,gustavo fernandez|1990,,,,ar ARG,,gustavo fernandez|1990
gustavo velasquez,1991,DF,Newell's OB,32.0,False,2024,ARG1,,gustavo velasquez,1991,gustavo velasquez|1991,,,,py PAR,,gustavo velasquez|1991
hector david martinez,1998,DF,River Plate,26.0,False,2024,ARG1,,hector david martinez,1998,hector david martinez|1998,,,,py PAR,,hector david martinez|1998
hector fertoli,1994,"MF,FW",Huracán,29.0,False,2024,ARG1,,hector fertoli,1994,hector fertoli|1994,,,,ar ARG,,hector fertoli|1994
hernan de la fuente,1997,DF,Huracán,27.0,False,2024,ARG1,,hernan de la fuente,1997,hernan de la fuente|1997,552628.0,700000.0,,ar ARG,100.0,hernan de la fuente|1997
hernan galindez,1987,GK,Huracán,36.0,True,2024,ARG1,,hernan galindez,1987,hernan galindez|1987,,,,ec ECU,,hernan galindez|1987
ian glavinovich,2001,DF,Newell's OB,22.0,False,2024,ARG1,,ian glavinovich,2001,ian glavinovich|2001,,,,ar ARG,,ian glavinovich|2001
ian subiabre,2007,MF,River Plate,17.0,False,2024,ARG1,,ian subiabre,2007,ian subiabre|2007,,,,ar ARG,,ian subiabre|2007
ignacio arce,1992,GK,Deportivo Riestra,31.0,True,2024,ARG1,,ignacio arce,1992,ignacio arce|1992,,,,ar ARG,,ignacio arce|1992
ignacio chicco,1996,GK,Belgrano,27.0,True,2024,ARG1,,ignacio chicco,1996,ignacio chicco|1996,,,,ar ARG,,ignacio chicco|1996
ignacio fernandez,1990,"MF,FW",River Plate,34.0,False,2024,ARG1,,ignacio fernandez,1990,ignacio fernandez|1990,,,,ar ARG,,ignacio fernandez|1990
ignacio galvan,2002,DF,Racing Club,21.0,False,2024,ARG1,,ignacio galvan,2002,ignacio galvan|2002,,,,ar ARG,,ignacio galvan|2002
ignacio maestro puch,2003,FW,Independiente,20.0,False,2024,ARG1,,ignacio maestro puch,2003,ignacio maestro puch|2003,,,,ar ARG,,ignacio maestro puch|2003
ignacio miramon,2003,MF,Boca Juniors,20.0,False,2024,ARG1,,ignacio miramon,2003,ignacio miramon|2003,836518.0,2500000.0,,ar ARG,100.0,ignacio miramon|2003
ignacio pussetto,1995,FW,Huracán,28.0,False,2024,ARG1,,ignacio pussetto,1995,ignacio pussetto|1995,283528.0,2500000.0,,ar ARG,100.0,ignacio pussetto|1995
ignacio rodriguez,2002,"MF,FW",Banfield,21.0,False,2024,ARG1,,ignacio rodriguez,2002,ignacio rodriguez|2002,,,,ar ARG,,ignacio rodriguez|2002
ignacio russo,2000,FW,Instituto,23.0,False,2024,ARG1,,ignacio russo,2000,ignacio russo|2000,,,,ar ARG,,ignacio russo|2000
ignacio schor,2000,"FW,MF",Platense,23.0,False,2024,ARG1,,ignacio schor,2000,ignacio schor|2000,,,,ar ARG,,ignacio schor|2000
ignacio tapia,2004,MF,Belgrano,19.0,False,2024,ARG1,,ignacio tapia,2004,ignacio tapia|2004,,,,ar ARG,,ignacio tapia|2004
ignacio vazquez,1997,DF,Platense,26.0,False,2024,ARG1,,ignacio vazquez,1997,ignacio vazquez|1997,,,,ar ARG,,ignacio vazquez|1997
iker muniain,1992,"MF,FW",San Lorenzo,31.0,False,2024,ARG1,,iker muniain,1992,iker muniain|1992,54235.0,5000000.0,,es ESP,100.0,iker muniain|1992
iker zufiaurre,2005,MF,Boca Juniors,18.0,False,2024,ARG1,,iker zufiaurre,2005,iker zufiaurre|2005,,,,ar ARG,,iker zufiaurre|2005
imanol segovia,2001,DF,Ind. Rivadavia,22.0,False,2024,ARG1,,imanol segovia,2001,imanol segovia|2001,,,,ar ARG,,imanol segovia|2001
ivan buhajeruk,2000,FW,Deportivo Riestra,23.0,False,2024,ARG1,,ivan buhajeruk,2000,ivan buhajeruk|2000,,,,ar ARG,,ivan buhajeruk|2000
ivan gomez,1997,"MF,FW",Platense,26.0,False,2024,ARG1,,ivan gomez,1997,ivan gomez|1997,,,,ar ARG,,ivan gomez|1997
ivan leguizamon,2002,"FW,MF",San Lorenzo,21.0,False,2024,ARG1,,ivan leguizamon,2002,ivan leguizamon|2002,,,,py PAR,,ivan leguizamon|2002
ivan marcone,1990,MF,Independiente,33.0,False,2024,ARG1,,ivan marcone,1990,ivan marcone|1990,90451.0,1200000.0,,ar ARG,100.0,ivan marcone|1990
ivan morales bravo,1999,FW,Sarmiento,24.0,False,2024,ARG1,,ivan morales bravo,1999,ivan morales bravo|1999,,,,cl CHI,,ivan morales bravo|1999
ivan pillud,1986,DF,Racing Club,37.0,False,2024,ARG1,,ivan pillud,1986,ivan pillud|1986,77720.0,100000.0,,ar ARG,100.0,ivan pillud|1986
ivan tapia,1998,"MF,FW",Barracas Central,25.0,False,2024,ARG1,,ivan tapia,1998,ivan tapia|1998,,,,ar ARG,,ivan tapia|1998
ivan villalba,1995,DF,Ind. Rivadavia,29.0,False,2024,ARG1,,ivan villalba,1995,ivan villalba|1995,,,,py PAR,,ivan villalba|1995
jabes saralegui,2003,"MF,DF",Boca Juniors,21.0,False,2024,ARG1,,jabes saralegui,2003,jabes saralegui|2003,,,,ar ARG,,jabes saralegui|2003
jalil elias,1996,MF,Vélez Sarsfield,27.0,False,2024,ARG1,,jalil elias,1996,jalil elias|1996,,,,sy SYR,,jalil elias|1996
jaminton campaz,2000,"FW,MF",Rosario Central,23.0,False,2024,ARG1,,jaminton campaz,2000,jaminton campaz|2000,,,,co COL,,jaminton campaz|2000
javier marcelo correa,1992,FW,Estudiantes–LP,31.0,False,2024,ARG1,,javier marcelo correa,1992,javier marcelo correa|1992,,,,ar ARG,,javier marcelo correa|1992
javier ruiz,2004,"MF,FW",Barracas Central,19.0,False,2024,ARG1,,javier ruiz,2004,javier ruiz|2004,,,,ar ARG,,javier ruiz|2004
javier urzua,1999,"MF,FW",Estudiantes–LP,24.0,False,2024,ARG1,,javier urzua,1999,javier urzua|1999,,,,cl CHI,,javier urzua|1999
jeremias gallard,2004,FW,Talleres,19.0,False,2024,ARG1,,jeremias gallard,2004,jeremias gallard|2004,,,,ar ARG,,jeremias gallard|2004
jeremias james,2001,DF,Deportivo Riestra,23.0,False,2024,ARG1,,jeremias james,2001,jeremias james|2001,,,,ar ARG,,jeremias james|2001
jeremias lazaro,2004,"MF,FW",Instituto,19.0,False,2024,ARG1,,jeremias lazaro,2004,jeremias lazaro|2004,,,,ar ARG,,jeremias lazaro|2004
jeremias ledesma,1993,GK,River Plate,30.0,True,2024,ARG1,,jeremias ledesma,1993,jeremias ledesma|1993,,,,ar ARG,,jeremias ledesma|1993
jeremias lucco,2005,"FW,MF",Belgrano,18.0,False,2024,ARG1,,jeremias lucco,2005,jeremias lucco|2005,,,,ar ARG,,jeremias lucco|2005
jeremias merlo,0,"FW,MF",Gimnasia–LP,0.0,False,2024,ARG1,,jeremias merlo,,jeremias merlo|,,,,0,,jeremias merlo|
jeremias perez tica,2003,"FW,DF",Newell's OB,20.0,False,2024,ARG1,,jeremias perez tica,2003,jeremias perez tica|2003,,,,ar ARG,,jeremias perez tica|2003
jeronimo cacciabue,1998,MF,Newell's OB,26.0,False,2024,ARG1,,jeronimo cacciabue,1998,jeronimo cacciabue|1998,,,,ar ARG,,jeronimo cacciabue|1998
jeronimo domina,2005,"FW,MF",Unión,18.0,False,2024,ARG1,,jeronimo domina,2005,jeronimo domina|2005,,,,ar ARG,,jeronimo domina|2005
jeronimo pourtau,2000,GK,Sarmiento,24.0,True,2024,ARG1,,jeronimo pourtau,2000,jeronimo pourtau|2000,,,,ar ARG,,jeronimo pourtau|2000
jesus soraire,1988,MF,Banfield,35.0,False,2024,ARG1,,jesus soraire,1988,jesus soraire|1988,,,,ar ARG,,jesus soraire|1988
jhohan romana,1998,DF,San Lorenzo,25.0,False,2024,ARG1,,jhohan romana,1998,jhohan romana|1998,,,,co COL,,jhohan romana|1998
jhonatan candia,1995,"FW,MF",Barracas Central,28.0,False,2024,ARG1,,jhonatan candia,1995,jhonatan candia|1995,,,,uy URU,,jhonatan candia|1995
jhonny quinonez,1998,MF,Independiente,25.0,False,2024,ARG1,,jhonny quinonez,1998,jhonny quinonez|1998,437842.0,700000.0,,ec ECU,100.0,jhonny quinonez|1998
joaquin borja,2002,MF,Deportivo Riestra,22.0,False,2024,ARG1,,joaquin borja,2002,joaquin borja|2002,,,,ar ARG,,joaquin borja|2002
joaquin burgos,2004,FW,Estudiantes–LP,19.0,False,2024,ARG1,,joaquin burgos,2004,joaquin burgos|2004,,,,ar ARG,,joaquin burgos|2004
joaquin garcia,2001,DF,Vélez Sarsfield,22.0,False,2024,ARG1,,joaquin garcia,2001,joaquin garcia|2001,,,,ar ARG,,joaquin garcia|2001
joaquin gho,2003,"FW,MF",Sarmiento,20.0,False,2024,ARG1,,joaquin gho,2003,joaquin gho|2003,,,,ar ARG,,joaquin gho|2003
joaquin laso,1990,DF,Independiente,33.0,False,2024,ARG1,,joaquin laso,1990,joaquin laso|1990,,,,ar ARG,,joaquin laso|1990
joaquin mosqueira,2004,MF,Unión,19.0,False,2024,ARG1,,joaquin mosqueira,2004,joaquin mosqueira|2004,,,,ar ARG,,joaquin mosqueira|2004
joaquin pereyra,1998,MF,Atlé Tucumán,25.0,False,2024,ARG1,,joaquin pereyra,1998,joaquin pereyra|1998,424043.0,4500000.0,,ar ARG,100.0,joaquin pereyra|1998
joaquin ruiz,2006,FW,Boca Juniors,17.0,False,2024,ARG1,,joaquin ruiz,2006,joaquin ruiz|2006,,,,ar ARG,,joaquin ruiz|2006
joel sonora,1996,DF,Ind. Rivadavia,27.0,False,2024,ARG1,,joel sonora,1996,joel sonora|1996,346644.0,700000.0,,us USA,100.0,joel sonora|1996
johan carbonero,1999,"FW,MF",Racing Club,24.0,False,2024,ARG1,,johan carbonero,1999,johan carbonero|1999,,,,co COL,,johan carbonero|1999
jonas acevedo,1997,"MF,FW",Instituto,26.0,False,2024,ARG1,,jonas acevedo,1997,jonas acevedo|1997,,,,ar ARG,,jonas acevedo|1997
jonatan goitia,1994,"MF,DF",Deportivo Riestra,29.0,False,2024,ARG1,,jonatan goitia,1994,jonatan goitia|1994,,,,ar ARG,,jonatan goitia|1994
jonathan bay,1993,DF,Instituto,30.0,False,2024,ARG1,,jonathan bay,1993,jonathan bay|1993,,,,ar ARG,,jonathan bay|1993
jonathan david gomez,1989,"MF,FW",Rosario Central,34.0,False,2024,ARG1,,jonathan david gomez,1989,jonathan david gomez|1989,533738.0,45000000.0,,ar ARG,95.0,jonathan david gomez|1989
jonathan de irastorza,2005,DF,Independiente,18.0,False,2024,ARG1,,jonathan de irastorza,2005,jonathan de irastorza|2005,,,,ar ARG,,jonathan de irastorza|2005
jonathan galvan,1992,DF,Arg Juniors,31.0,False,2024,ARG1,,jonathan galvan,1992,jonathan galvan|1992,,,,ar ARG,,jonathan galvan|1992
jonathan goya,1989,MF,Deportivo Riestra,34.0,False,2024,ARG1,,jonathan goya,1989,jonathan goya|1989,131257.0,500000.0,,ar ARG,92.3076923076923,jonathan goya|1989
jonathan herrera,1991,FW,Deportivo Riestra,32.0,False,2024,ARG1,,jonathan herrera,1991,jonathan herrera|1991,,,,ar ARG,,jonathan herrera|1991
jonathan torres,1996,"FW,MF",Lanús,27.0,False,2024,ARG1,,jonathan torres,1996,jonathan torres|1996,,,,ar ARG,,jonathan torres|1996
jorge broun,1986,GK,Rosario Central,37.0,True,2024,ARG1,,jorge broun,1986,jorge broun|1986,,,,ar ARG,,jorge broun|1986
jorge figal,1994,DF,Boca Juniors,29.0,False,2024,ARG1,,jorge figal,1994,jorge figal|1994,,,,ar ARG,,jorge figal|1994
jorge sanguina,1999,FW,Ind. Rivadavia,24.0,False,2024,ARG1,,jorge sanguina,1999,jorge sanguina|1999,,,,py PAR,,jorge sanguina|1999
jorman campuzano,1996,DF,Boca Juniors,27.0,False,2024,ARG1,,jorman campuzano,1996,jorman campuzano|1996,459467.0,1500000.0,,co COL,100.0,jorman campuzano|1996
jose dominguez,1996,DF,Lanús,27.0,False,2024,ARG1,,jose dominguez,1996,jose dominguez|1996,,,,py PAR,,jose dominguez|1996
jose florentin,1996,MF,Cen. Córdoba–SdE,27.0,False,2024,ARG1,,jose florentin,1996,jose florentin|1996,,,,py PAR,,jose florentin|1996
jose gomez,2000,DF,Cen. Córdoba–SdE,23.0,False,2024,ARG1,,jose gomez,2000,jose gomez|2000,256178.0,25000000.0,,ar ARG,94.73684210526316,jose gomez|2000
jose herrera,2003,"FW,MF",Arg Juniors,20.0,False,2024,ARG1,,jose herrera,2003,jose herrera|2003,,,,ar ARG,,jose herrera|2003
jose mauri,1996,MF,Sarmiento,27.0,False,2024,ARG1,,jose mauri,1996,jose mauri|1996,240958.0,375000.0,,it ITA,100.0,jose mauri|1996
jose mendez,1993,"FW,MF",Deportivo Riestra,30.0,False,2024,ARG1,,jose mendez,1993,jose mendez|1993,,,,ar ARG,,jose mendez|1993
jose sosa,1985,"FW,MF",Estudiantes–LP,38.0,False,2024,ARG1,,jose sosa,1985,jose sosa|1985,20137.0,200000.0,,ar ARG,100.0,jose sosa|1985
josue reinatti,2003,GK,Newell's OB,20.0,True,2024,ARG1,,josue reinatti,2003,josue reinatti|2003,,,,ar ARG,,josue reinatti|2003
juan alvarez,1996,"FW,DF",Banfield,27.0,False,2024,ARG1,,juan alvarez,1996,juan alvarez|1996,457537.0,75000.0,,ar ARG,100.0,juan alvarez|1996
juan andrada,1995,MF,Sarmiento,29.0,False,2024,ARG1,,juan andrada,1995,juan andrada|1995,,,,ar ARG,,juan andrada|1995
juan barinaga,2000,"DF,MF",Belgrano,23.0,False,2024,ARG1,,juan barinaga,2000,juan barinaga|2000,,,,ar ARG,,juan barinaga|2000
juan bautista cejas,1998,"FW,MF",Godoy Cruz,25.0,False,2024,ARG1,,juan bautista cejas,1998,juan bautista cejas|1998,,,,ar ARG,,juan bautista cejas|1998
juan bisanz,2001,"FW,MF",Banfield,22.0,False,2024,ARG1,,juan bisanz,2001,juan bisanz|2001,,,,ar ARG,,juan bisanz|2001
juan caceres,2000,DF,Lanús,23.0,False,2024,ARG1,,juan caceres,2000,juan caceres|2000,756494.0,2500000.0,,py PAR,95.0,juan caceres|2000
juan camilo portilla,1998,MF,Talleres,25.0,False,2024,ARG1,,juan camilo portilla,1998,juan camilo portilla|1998,,,,co COL,,juan camilo portilla|1998
juan cardozo,2004,MF,Arg Juniors,19.0,False,2024,ARG1,,juan cardozo,2004,juan cardozo|2004,,,,py PAR,,juan cardozo|2004
juan cavallaro,1994,"FW,MF",Ind. Rivadavia,29.0,False,2024,ARG1,,juan cavallaro,1994,juan cavallaro|1994,,,,ar ARG,,juan cavallaro|1994
juan cortazzo,2005,DF,Gimnasia–LP,18.0,False,2024,ARG1,,juan cortazzo,2005,juan cortazzo|2005,,,,ar ARG,,juan cortazzo|2005
juan cozzani,1998,GK,Platense,25.0,True,2024,ARG1,,juan cozzani,1998,juan cozzani|1998,,,,ar ARG,,juan cozzani|1998
juan cruz komar,1996,DF,Rosario Central,27.0,False,2024,ARG1,,juan cruz komar,1996,juan cruz komar|1996,,,,ar ARG,,juan cruz komar|1996
juan espinola,1994,GK,Belgrano,29.0,True,2024,ARG1,,juan espinola,1994,juan espinola|1994,,,,py PAR,,juan espinola|1994
juan esquivel,2000,FW,Tigre,23.0,False,2024,ARG1,,juan esquivel,2000,juan esquivel|2000,,,,ar ARG,,juan esquivel|2000
juan fedorco,2000,DF,Independiente,23.0,False,2024,ARG1,,juan fedorco,2000,juan fedorco|2000,,,,ar ARG,,juan fedorco|2000
juan franco arrellaga,1992,DF,Instituto,31.0,False,2024,ARG1,,juan franco arrellaga,1992,juan franco arrellaga|1992,,,,py PAR,,juan franco arrellaga|1992
juan gimenez,2006,DF,Rosario Central,17.0,False,2024,ARG1,,juan gimenez,2006,juan gimenez|2006,,,,ar ARG,,juan gimenez|2006
juan guasone,2001,DF,Sarmiento,22.0,False,2024,ARG1,,juan guasone,2001,juan guasone|2001,,,,it ITA,,juan guasone|2001
juan hernandez,1997,DF,Sarmiento,26.0,False,2024,ARG1,,juan hernandez,1997,juan hernandez|1997,349873.0,400000.0,,uy URU,100.0,juan hernandez|1997
juan ignacio mendez,1997,MF,Newell's OB,26.0,False,2024,ARG1,,juan ignacio mendez,1997,juan ignacio mendez|1997,,,,ar ARG,,juan ignacio mendez|1997
juan ignacio ramirez,1997,FW,Newell's OB,26.0,False,2024,ARG1,,juan ignacio ramirez,1997,juan ignacio ramirez|1997,402079.0,1500000.0,,uy URU,95.0,juan ignacio ramirez|1997
juan infante,1996,DF,Atlé Tucumán,28.0,False,2024,ARG1,,juan infante,1996,juan infante|1996,,,,ar ARG,,juan infante|1996
juan iribarren,2003,DF,Banfield,21.0,False,2024,ARG1,,juan iribarren,2003,juan iribarren|2003,,,,ar ARG,,juan iribarren|2003
juan luduena,2003,DF,Unión,20.0,False,2024,ARG1,,juan luduena,2003,juan luduena|2003,,,,ar ARG,,juan luduena|2003
juan manuel elordi,1994,"DF,MF",Racing Club,29.0,False,2024,ARG1,,juan manuel elordi,1994,juan manuel elordi|1994,,,,ar ARG,,juan manuel elordi|1994
juan manuel garcia,1992,FW,Newell's OB,31.0,False,2024,ARG1,,juan manuel garcia,1992,juan manuel garcia|1992,457244.0,700000.0,,ar ARG,100.0,juan manuel garcia|1992
juan manuel insaurralde,1984,DF,Sarmiento,39.0,False,2024,ARG1,,juan manuel insaurralde,1984,juan manuel insaurralde|1984,65072.0,300000.0,,ar ARG,100.0,juan manuel insaurralde|1984
juan meli,2000,"DF,MF",Cen. Córdoba–SdE,23.0,False,2024,ARG1,,juan meli,2000,juan meli|2000,,,,ar ARG,,juan meli|2000
juan miritello,1999,FW,Defensa y Just,24.0,False,2024,ARG1,,juan miritello,1999,juan miritello|1999,728200.0,1000000.0,,ar ARG,100.0,juan miritello|1999
juan moran,2006,DF,Godoy Cruz,17.0,False,2024,ARG1,,juan moran,2006,juan moran|2006,,,,ar ARG,,juan moran|2006
juan nardoni,2002,MF,Racing Club,21.0,False,2024,ARG1,,juan nardoni,2002,juan nardoni|2002,,,,ar ARG,,juan nardoni|2002
juan pablo goicochea,2005,FW,Platense,19.0,False,2024,ARG1,,juan pablo goicochea,2005,juan pablo goicochea|2005,,,,pe PER,,juan pablo goicochea|2005
juan perez,2004,MF,Godoy Cruz,19.0,False,2024,ARG1,,juan perez,2004,juan perez|2004,298613.0,600000.0,,co COL,100.0,juan perez|2004
juan pignani,2001,DF,Platense,22.0,False,2024,ARG1,,juan pignani,2001,juan pignani|2001,,,,ar ARG,,juan pignani|2001
juan pintado,1994,"DF,MF",Gimnasia–LP,29.0,False,2024,ARG1,,juan pintado,1994,juan pintado|1994,,,,uy URU,,juan pintado|1994
juan portillo,2000,"DF,MF",Talleres,23.0,False,2024,ARG1,,juan portillo,2000,juan portillo|2000,,,,ar ARG,,juan portillo|2000
juan quintana,2000,"DF,MF",Banfield,24.0,False,2024,ARG1,,juan quintana,2000,juan quintana|2000,,,,uy URU,,juan quintana|2000
juan quintero,1993,"MF,FW",Racing Club,31.0,False,2024,ARG1,,juan quintero,1993,juan quintero|1993,,,,co COL,,juan quintero|1993
juan rodriguez,1994,DF,Talleres,29.0,False,2024,ARG1,,juan rodriguez,1994,juan rodriguez|1994,15983.0,300000.0,,ar ARG,100.0,juan rodriguez|1994
juan saborido,1998,DF,Platense,25.0,False,2024,ARG1,,juan saborido,1998,juan saborido|1998,,,,ar ARG,,juan saborido|1998
juan velazquez,2004,"DF,MF",Belgrano,19.0,False,2024,ARG1,,juan velazquez,2004,juan velazquez|2004,,,,ar ARG,,juan velazquez|2004
julian ceballos,2004,MF,Boca Juniors,19.0,False,2024,ARG1,,julian ceballos,2004,julian ceballos|2004,,,,ar ARG,,julian ceballos|2004
julian eseiza,2002,FW,Godoy Cruz,21.0,False,2024,ARG1,,julian eseiza,2002,julian eseiza|2002,,,,ar ARG,,julian eseiza|2002
julian fernandez,1995,MF,Newell's OB,28.0,False,2024,ARG1,,julian fernandez,1995,julian fernandez|1995,,,,ar ARG,,julian fernandez|1995
julian lopez,2000,MF,Defensa y Just,24.0,False,2024,ARG1,,julian lopez,2000,julian lopez|2000,,,,ar ARG,,julian lopez|2000
julio soler,2005,DF,Lanús,18.0,False,2024,ARG1,,julio soler,2005,julio soler|2005,1009658.0,8000000.0,,ar ARG,100.0,julio soler|2005
justo giani,1999,"MF,FW",Atlé Tucumán,24.0,False,2024,ARG1,,justo giani,1999,justo giani|1999,,,,ar ARG,,justo giani|1999
kevin coronel,2004,DF,Arg Juniors,19.0,False,2024,ARG1,,kevin coronel,2004,kevin coronel|2004,,,,ar ARG,,kevin coronel|2004
kevin facundo gutierrez,1997,MF,Defensa y Just,26.0,False,2024,ARG1,,kevin facundo gutierrez,1997,kevin facundo gutierrez|1997,,,,ar ARG,,kevin facundo gutierrez|1997
kevin lomonaco,2002,DF,Tigre,22.0,False,2024,ARG1,,kevin lomonaco,2002,kevin lomonaco|2002,,,,ar ARG,,kevin lomonaco|2002
kevin lopez,2001,"MF,FW",Defensa y Just,22.0,False,2024,ARG1,,kevin lopez,2001,kevin lopez|2001,,,,ar ARG,,kevin lopez|2001
kevin mantilla,2003,DF,Talleres,20.0,False,2024,ARG1,,kevin mantilla,2003,kevin mantilla|2003,,,,co COL,,kevin mantilla|2003
kevin ortiz,2000,MF,Rosario Central,23.0,False,2024,ARG1,,kevin ortiz,2000,kevin ortiz|2000,,,,ar ARG,,kevin ortiz|2000
kevin silva,2003,DF,Rosario Central,20.0,False,2024,ARG1,,kevin silva,2003,kevin silva|2003,351503.0,100000.0,,ar ARG,100.0,kevin silva|2003
kevin vazquez,2001,MF,Cen. Córdoba–SdE,22.0,False,2024,ARG1,,kevin vazquez,2001,kevin vazquez|2001,221315.0,800000.0,,ar ARG,100.0,kevin vazquez|2001
kevin zenon,2001,"MF,FW",Boca Juniors,22.0,False,2024,ARG1,,kevin zenon,2001,kevin zenon|2001,,,,ar ARG,,kevin zenon|2001
laurtaro giaccone,2001,"FW,MF",Rosario Central,22.0,False,2024,ARG1,,laurtaro giaccone,2001,laurtaro giaccone|2001,,,,ar ARG,,laurtaro giaccone|2001
lautaro acosta,1988,"MF,FW",Lanús,35.0,False,2024,ARG1,,lautaro acosta,1988,lautaro acosta|1988,,,,ar ARG,,lautaro acosta|1988
lautaro blanco,1999,DF,Boca Juniors,24.0,False,2024,ARG1,,lautaro blanco,1999,lautaro blanco|1999,831161.0,2000000.0,,ar ARG,100.0,lautaro blanco|1999
lautaro bursich,2002,GK,Cen. Córdoba–SdE,21.0,True,2024,ARG1,,lautaro bursich,2002,lautaro bursich|2002,,,,ar ARG,,lautaro bursich|2002
lautaro cardozo,2002,DF,Banfield,22.0,False,2024,ARG1,,lautaro cardozo,2002,lautaro cardozo|2002,,,,ar ARG,,lautaro cardozo|2002
lautaro carrera,2003,DF,Instituto,20.0,False,2024,ARG1,,lautaro carrera,2003,lautaro carrera|2003,,,,ar ARG,,lautaro carrera|2003
lautaro chavez,2001,FW,Gimnasia–LP,23.0,False,2024,ARG1,,lautaro chavez,2001,lautaro chavez|2001,,,,ar ARG,,lautaro chavez|2001
