Player,Nation,Pos,Squad,Age,Born,MatchesPlayed,Gls,Ast,xG,xAG,Shots,SoT,PassCmp,PassAtt,PassCmpPct,Tkl,TklW,Blocks,Int,GK_GA,GK_GA90,GK_SoTA,GK_Saves,GK_SavePct,GK_CS,GK_CSPct,GK_PKAtt,GK_PKA,GK_PKsv,GK_PKm,GK_PSxG,GK_PSxG_per_SoT,GK_PSxG_PlusMinus,GK_PSxG_PlusMinus_per90,GK_PassCmp,GK_PassAtt,GK_PassCmpPct,GK_GKPassAtt,GK_Throws,GK_LaunchPct,GK_AvgLen,GK_CrossesStp,GK_CrossesStpPct,GK_OPA,GK_OPA90,GK_OPA_AvgDist,IsGK,AgeYears
djed spence,eng ENG,DF,Tottenham,23,2000,19.9,1,2,0.6,1.8,10,3,992,1161,85.44,47,34,28,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,23.0
dominic calvert-lewin,eng ENG,FW,Everton,27,1997,17.9,3,1,6.7,0.6,50,19,181,289,62.63,9,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,27.0
dominic solanke,eng ENG,FW,Tottenham,26,1997,24.5,9,3,10.9,2.9,59,24,255,361,70.64,18,11,20,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,26.0
dominik szoboszlai,hu HUN,MF,Liverpool,23,2000,27.7,6,6,7.3,7.4,67,22,1114,1322,84.27,38,20,39,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,23.0
donyell malen,nl NED,FW,Aston Villa,25,1999,3.4,3,0,2.2,0.2,15,9,53,77,68.83,7,4,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,25.0
dwight mcneil,eng ENG,"MF,FW",Everton,24,1999,15.2,4,6,1.1,5.2,25,10,461,619,74.47,13,8,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,24.0
eberechi eze,eng ENG,"MF,FW",Crystal Palace,26,1998,28.8,8,8,10.5,6.2,100,27,777,1047,74.21,39,22,27,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,26.0
eddie nketiah,eng ENG,"FW,MF",Crystal Palace,25,1999,11.5,3,1,5.8,1.7,43,16,179,241,74.27,15,8,10,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,25.0
ederson,br BRA,GK,Manchester City,30,1993,25.8,0,4,0.0,1.5,0,0,811,923,87.87,0,0,0,1,26.0,1.01,78.0,53.0,69.2,10.0,38.5,2.0,2.0,0.0,0.0,30.0,0.37,5.0,0.19,72.0,165.0,43.6,846.0,108.0,17.4,27.9,13.0,5.8,49.0,1.9,17.5,True,30.0
edmond-paris maghoma,eng ENG,"MF,FW",Brentford,23,2001,1.3,0,0,0.1,0.1,1,0,76,84,90.48,2,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,23.0
edson alvarez,mx MEX,MF,West Ham,26,1997,19.7,0,1,0.4,0.8,12,1,861,1003,85.84,50,27,23,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,26.0
eiran cashin,ie IRL,DF,Brighton,22,2001,0.2,0,0,0.0,0.0,0,0,23,28,82.14,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,22.0
elliot anderson,eng ENG,MF,Nott'ham Forest,21,2002,30.3,2,6,2.1,3.3,40,7,1085,1386,78.28,92,56,48,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,21.0
emerson palmieri,it ITA,DF,West Ham,29,1994,23.5,2,1,2.0,1.5,16,7,861,1077,79.94,60,31,32,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,29.0
emi buendia,ar ARG,"MF,FW",Aston Villa,27,1996,1.1,0,0,0.7,0.0,5,0,49,60,81.67,6,6,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,27.0
emil krafth,se SWE,DF,Newcastle Utd,29,1994,3.8,0,0,0.0,0.1,1,0,124,158,78.48,4,2,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,29.0
emile smith rowe,eng ENG,MF,Fulham,24,2000,22.7,6,3,4.5,1.4,37,11,922,1023,90.13,31,18,22,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,24.0
emiliano martinez,ar ARG,GK,Aston Villa,31,1992,35.5,0,0,0.0,0.5,0,0,1091,1387,78.66,3,3,1,0,45.0,1.27,142.0,96.0,69.0,8.0,21.6,2.0,1.0,1.0,0.0,45.8,0.32,0.8,0.02,162.0,420.0,38.6,1208.0,132.0,26.3,30.4,56.0,11.2,35.0,0.99,13.7,True,31.0
emmanuel agbadou,ci CIV,DF,Wolves,27,1997,15.7,1,0,0.8,0.2,7,2,855,1001,85.41,30,19,19,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,27.0
enes unal,tr TUR,"FW,MF",Bournemouth,27,1997,3.8,2,1,2.7,0.4,20,7,63,99,63.64,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,27.0
enzo fernandez,ar ARG,MF,Chelsea,23,2001,32.7,6,7,6.1,6.8,53,20,1518,1900,79.89,65,33,43,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,23.0
eric da silva moreira,de GER,"MF,DF",Nott'ham Forest,18,2006,0.3,0,0,0.0,0.0,0,0,7,8,87.5,2,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,18.0
erling haaland,no NOR,FW,Manchester City,24,2000,30.4,22,3,22.0,3.0,104,55,255,381,66.93,11,6,12,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,24.0
ethan nwaneri,eng ENG,"FW,MF",Arsenal,17,2007,9.9,4,2,1.2,1.2,24,9,342,425,80.47,11,7,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,17.0
ethan pinnock,jm JAM,DF,Brentford,31,1993,21.3,2,0,1.1,1.2,10,6,924,1080,85.56,35,19,29,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,31.0
evan ferguson,ie IRL,FW,West Ham,19,2004,1.7,0,0,0.6,0.3,5,1,28,37,75.68,3,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,19.0
evanilson,br BRA,FW,Bournemouth,24,1999,25.8,10,1,12.5,1.9,72,31,244,342,71.35,16,10,11,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,24.0
ezri konsa,eng ENG,DF,Aston Villa,26,1997,32.6,2,0,1.3,0.4,11,5,1555,1673,92.95,34,18,20,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,26.0
fabian schar,ch SUI,DF,Newcastle Utd,32,1991,32.6,4,0,3.7,0.4,40,11,1654,1977,83.66,36,21,38,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,32.0
fabio carvalho,pt POR,"FW,MF",Brentford,21,2002,5.1,2,1,2.5,0.7,12,5,126,178,70.79,13,9,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,21.0
facundo buonanotte,ar ARG,"FW,MF",Leicester City,19,2004,16.9,5,2,3.9,3.1,36,12,437,572,76.4,53,32,34,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,19.0
federico chiesa,it ITA,FW,Liverpool,26,1997,1.2,0,0,0.3,0.2,5,2,27,31,87.1,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,26.0
ferdi kadioglu,tr TUR,"DF,MF",Brighton,24,1999,4.3,1,0,0.4,0.2,4,1,144,175,82.29,10,6,2,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,24.0
filip jrgensen,dk DEN,GK,Chelsea,22,2002,6.0,0,0,0.0,0.0,0,0,158,189,83.6,0,0,0,0,9.0,1.5,28.0,19.0,71.4,1.0,16.7,1.0,1.0,0.0,0.0,9.3,0.3,0.3,0.04,7.0,33.0,21.2,171.0,19.0,18.1,24.1,2.0,3.8,2.0,0.33,13.2,True,22.0
flynn downes,eng ENG,MF,Southampton,25,1999,23.9,1,0,0.6,1.1,10,3,1003,1109,90.44,49,25,28,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,25.0
frank onyeka,ng NGA,MF,Brentford,26,1998,0.3,0,0,0.0,0.0,0,0,6,7,85.71,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,26.0
fraser forster,eng ENG,GK,Tottenham,36,1988,7.0,0,0,0.0,0.0,0,0,168,198,84.85,0,0,0,0,15.0,2.14,42.0,27.0,69.0,1.0,14.3,2.0,2.0,0.0,0.0,16.5,0.36,1.5,0.21,11.0,31.0,35.5,141.0,30.0,21.3,27.2,4.0,4.9,3.0,0.43,11.1,True,36.0
gabriel jesus,br BRA,FW,Arsenal,27,1997,6.8,3,0,3.0,0.7,20,7,156,203,76.85,10,6,10,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,27.0
gabriel magalhaes,br BRA,DF,Arsenal,26,1997,26.3,3,1,2.6,0.9,22,5,1480,1641,90.19,25,15,42,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,26.0
gabriel martinelli,br BRA,"FW,MF",Arsenal,23,2001,25.4,8,4,7.4,5.0,55,24,499,699,71.39,23,15,15,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,23.0
george edmundson,eng ENG,DF,Ipswich Town,26,1997,0.0,0,0,0.0,0.0,0,0,1,2,50.0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,26.0
george hirst,sct SCO,FW,Ipswich Town,25,1999,7.3,3,1,2.1,0.3,14,7,69,122,56.56,3,3,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,25.0
georginio rutter,fr FRA,"MF,FW",Brighton,22,2002,18.4,5,3,4.6,2.5,50,12,237,355,66.76,39,15,20,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,22.0
goncalo guedes,pt POR,"MF,FW",Wolves,27,1996,11.1,2,4,3.2,1.3,27,8,259,349,74.21,16,5,11,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,27.0
guglielmo vicario,it ITA,GK,Tottenham,27,1996,24.0,0,0,0.0,0.0,0,0,764,874,87.41,0,0,0,1,37.0,1.54,102.0,67.0,64.7,4.0,16.7,1.0,1.0,0.0,0.0,37.4,0.36,2.4,0.1,28.0,95.0,29.5,809.0,120.0,10.5,22.8,30.0,9.6,31.0,1.29,13.3,True,27.0
guido rodriguez,ar ARG,MF,West Ham,30,1994,12.8,0,1,0.2,0.2,8,1,480,569,84.36,36,19,23,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,30.0
gustavo nunes,br BRA,"FW,MF",Brentford,18,2005,0.1,0,0,0.0,0.0,0,0,1,1,100.0,3,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,18.0
hakon valdimarsson,is ISL,GK,Brentford,22,2001,1.6,0,0,0.0,0.0,0,0,46,70,65.71,0,0,0,0,2.0,1.24,4.0,3.0,50.0,1.0,100.0,0.0,0.0,0.0,0.0,0.6,0.14,-0.4,-0.26,15.0,38.0,39.5,54.0,7.0,42.6,34.9,2.0,12.5,0.0,0.0,4.7,True,22.0
hamza choudhury,bd BAN,"MF,DF",Leicester City,26,1997,1.5,0,0,0.0,0.4,0,0,72,84,85.71,1,1,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,26.0
harrison armstrong,eng ENG,MF,Everton,17,2007,0.5,0,0,0.4,0.1,1,0,7,15,46.67,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,17.0
harrison reed,eng ENG,MF,Fulham,29,1995,1.2,0,0,0.2,0.1,3,2,39,55,70.91,6,3,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,29.0
harry amass,eng ENG,DF,Manchester Utd,17,2007,3.8,0,0,0.1,0.0,3,0,149,181,82.32,6,2,11,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,17.0
harry clarke,eng ENG,DF,Ipswich Town,23,2001,4.2,0,0,0.1,0.0,1,1,190,236,80.51,5,3,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,23.0
harry howell,eng ENG,FW,Brighton,15,2008,0.1,0,0,0.0,0.0,0,0,8,9,88.89,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,15.0
harry maguire,eng ENG,DF,Manchester Utd,31,1993,19.5,1,0,1.8,0.6,15,6,965,1128,85.55,30,15,15,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,31.0
harry toffolo,eng ENG,DF,Nott'ham Forest,28,1995,1.5,0,0,0.0,0.0,1,0,47,67,70.15,5,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,28.0
harry wilson,wls WAL,"FW,MF",Fulham,27,1997,12.9,6,1,4.2,1.1,43,17,326,445,73.26,20,14,15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,27.0
harry winks,eng ENG,MF,Leicester City,28,1996,17.1,0,2,0.2,1.2,10,4,910,1045,87.08,24,11,19,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,28.0
harvey barnes,eng ENG,FW,Newcastle Utd,26,1997,19.5,9,4,7.2,4.0,63,20,474,607,78.09,16,9,8,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,26.0
harvey elliott,eng ENG,MF,Liverpool,21,2003,4.1,1,2,1.8,1.1,17,4,240,292,82.19,5,3,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,21.0
hwang hee-chan,kr KOR,"MF,FW",Wolves,28,1996,7.3,2,0,0.8,0.1,5,3,166,204,81.37,6,4,9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,28.0
ian maatsen,nl NED,DF,Aston Villa,22,2002,12.7,1,2,0.9,2.7,19,5,609,747,81.53,29,17,13,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,22.0
ibrahim sangare,ci CIV,MF,Nott'ham Forest,26,1997,6.6,0,1,0.0,0.4,1,1,276,323,85.45,28,14,10,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,26.0
ibrahima konate,fr FRA,DF,Liverpool,25,1999,28.4,1,2,1.7,1.0,19,3,1718,1905,90.18,40,26,29,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,25.0
idrissa gana gueye,sn SEN,MF,Everton,34,1989,34.0,0,3,1.1,1.7,27,5,1230,1422,86.5,133,80,48,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,34.0
igor,br BRA,DF,Brighton,26,1998,10.7,0,0,0.0,0.2,1,0,671,730,91.92,5,5,24,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,26.0
iliman ndiaye,sn SEN,FW,Everton,24,2000,27.0,9,0,6.2,1.9,35,15,602,736,81.79,53,28,30,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,24.0
ilkay gundogan,de GER,MF,Manchester City,33,1990,24.7,1,6,3.2,3.5,27,7,1525,1703,89.55,25,13,15,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,33.0
illia zabarnyi,ua UKR,DF,Bournemouth,21,2002,34.5,0,1,1.3,0.7,12,1,1404,1710,82.11,52,36,33,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,21.0
ismaila sarr,sn SEN,MF,Crystal Palace,26,1998,30.1,8,6,10.7,8.5,59,29,490,742,66.04,22,10,27,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,26.0
issa diop,fr FRA,DF,Fulham,27,1997,14.9,0,0,0.5,0.1,5,2,663,758,87.47,26,12,10,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,27.0
jack clarke,eng ENG,"FW,MF",Ipswich Town,23,2000,13.1,0,4,1.2,2.3,17,2,302,393,76.84,32,20,9,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,23.0
jack grealish,eng ENG,"FW,MF",Manchester City,28,1995,8.0,1,1,1.1,1.8,15,5,382,436,87.61,9,5,12,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,28.0
jack harrison,eng ENG,FW,Everton,27,1996,23.1,1,0,3.5,3.7,29,7,414,659,62.82,32,22,18,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,27.0
jack hinshelwood,eng ENG,"MF,DF",Brighton,19,2005,20.5,5,2,2.7,1.5,18,10,870,1046,83.17,27,19,10,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,19.0
jack stephens,eng ENG,DF,Southampton,30,1994,15.4,1,0,0.6,0.2,4,2,879,955,92.04,34,20,20,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,30.0
jack taylor,ie IRL,MF,Ipswich Town,26,1998,9.6,1,0,0.7,0.5,19,4,349,421,82.9,20,10,12,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,26.0
jacob greaves,eng ENG,DF,Ipswich Town,23,2000,24.5,1,0,1.3,0.3,10,4,962,1121,85.82,40,21,41,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,23.0
jacob murphy,eng ENG,FW,Newcastle Utd,29,1995,26.2,8,12,5.7,8.9,43,15,688,1004,68.53,28,19,31,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,29.0
jacob ramsey,eng ENG,"FW,MF",Aston Villa,23,2001,18.0,1,3,1.6,2.3,19,4,497,586,84.81,30,15,23,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,23.0
jaden philogene bidace,eng ENG,"FW,MF",Aston Villa,22,2002,3.7,0,0,0.5,0.3,7,0,63,86,73.26,11,5,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,22.0
jader duran,co COL,FW,Aston Villa,20,2003,7.1,7,0,4.9,0.2,31,15,115,163,70.55,8,7,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,20.0
jadon sancho,eng ENG,FW,Chelsea,24,2000,19.6,3,4,2.2,3.7,24,8,663,803,82.57,13,7,11,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,24.0
jahmai simpson-pusey,eng ENG,DF,Manchester City,18,2005,1.1,0,0,0.0,0.0,0,0,107,115,93.04,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,18.0
jake evans,0,FW,Leicester City,0,0,0.3,0,0,0.0,0.0,0,0,2,3,66.67,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0
jake o'brien,ie IRL,DF,Everton,23,2001,17.5,2,0,0.8,0.6,6,3,577,725,79.59,26,17,17,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,23.0
jakub kiwior,pl POL,DF,Arsenal,24,2000,12.5,1,0,0.2,0.3,3,1,673,736,91.44,22,8,13,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,24.0
jakub moder,pl POL,MF,Brighton,25,1999,0.1,0,0,0.0,0.2,0,0,18,22,81.82,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,25.0
jakub stolarczyk,pl POL,GK,Leicester City,23,2000,10.0,0,0,0.0,0.0,0,0,238,386,61.66,2,1,0,0,16.0,1.6,44.0,28.0,63.6,2.0,20.0,0.0,0.0,0.0,0.0,15.4,0.35,-0.6,-0.06,57.0,195.0,29.2,328.0,36.0,46.3,34.2,10.0,5.9,8.0,0.8,12.5,True,23.0
james bree,eng ENG,DF,Southampton,26,1997,11.9,0,1,0.1,0.9,4,1,500,599,83.47,19,14,10,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,26.0
james garner,eng ENG,"MF,DF",Everton,23,2001,17.7,0,1,0.7,1.4,12,4,611,803,76.09,47,31,20,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,23.0
james hill,eng ENG,DF,Bournemouth,22,2002,5.0,0,1,0.3,0.3,6,0,159,245,64.9,15,8,5,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,22.0
james justin,eng ENG,DF,Leicester City,26,1998,32.4,2,2,1.5,0.8,25,6,1205,1541,78.2,58,37,48,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,26.0
james maddison,eng ENG,MF,Tottenham,27,1996,20.1,9,7,5.8,4.2,39,17,1021,1256,81.29,31,19,15,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,27.0
james mcatee,eng ENG,"MF,FW",Manchester City,21,2002,3.9,3,0,2.8,0.5,12,4,100,125,80.0,5,2,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,21.0
james milner,eng ENG,MF,Brighton,38,1986,1.9,0,0,0.2,0.2,2,0,55,74,74.32,5,2,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,38.0
james tarkowski,eng ENG,DF,Everton,31,1992,32.5,1,1,1.3,2.9,15,4,1045,1290,81.01,64,40,57,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,31.0
james ward-prowse,eng ENG,MF,West Ham,29,1994,11.5,1,1,1.6,1.9,13,5,677,768,88.15,20,14,6,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,29.0
jamie vardy,eng ENG,FW,Leicester City,37,1987,31.4,9,4,11.2,3.0,56,23,258,389,66.32,19,13,8,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,37.0
jan bednarek,pl POL,DF,Southampton,28,1996,28.1,2,0,0.7,0.5,5,2,1564,1687,92.71,36,19,47,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,28.0
jan paul van hecke,nl NED,DF,Brighton,24,2000,32.9,1,1,1.3,1.5,17,5,2016,2286,88.19,45,29,37,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,24.0
jannik vestergaard,dk DEN,DF,Leicester City,31,1992,15.5,0,0,0.1,0.1,3,2,870,959,90.72,22,10,21,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,31.0
jarell quansah,eng ENG,DF,Liverpool,21,2003,5.5,0,0,0.1,0.1,1,0,356,392,90.82,12,8,10,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,21.0
jarrad branthwaite,eng ENG,DF,Everton,22,2002,27.9,0,1,1.2,0.7,10,3,984,1198,82.14,36,20,31,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,22.0
jarrod bowen,eng ENG,"FW,MF",West Ham,27,1996,33.0,13,8,8.6,6.8,86,36,584,815,71.66,41,26,22,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,27.0
jason steele,eng ENG,GK,Brighton,33,1990,2.0,0,0,0.0,0.0,0,0,101,112,90.18,0,0,0,0,1.0,0.5,4.0,3.0,75.0,1.0,50.0,0.0,0.0,0.0,0.0,0.5,0.12,-0.5,-0.26,7.0,16.0,43.8,110.0,7.0,13.6,25.1,2.0,9.1,3.0,1.5,15.4,True,33.0
jay robinson,eng ENG,"MF,FW",Southampton,17,2007,1.5,0,0,0.0,0.7,1,1,23,34,67.65,4,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,17.0
jay stansfield,eng ENG,MF,Fulham,21,2002,0.0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,21.0
jayden danns,eng ENG,MF,Liverpool,18,2006,0.1,0,0,0.0,0.0,0,0,1,1,100.0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,18.0
jayden meghoma,eng ENG,DF,Brentford,18,2006,0.1,0,0,0.0,0.0,0,0,3,3,100.0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,18.0
jean-clair todibo,fr FRA,DF,West Ham,24,1999,20.3,0,0,0.4,0.0,5,0,951,1082,87.89,47,28,25,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,24.0
jean-philippe mateta,fr FRA,FW,Crystal Palace,27,1997,29.4,14,2,13.5,3.2,68,29,291,447,65.1,18,12,19,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,27.0
jean-ricner bellegarde,ht HAI,"MF,FW",Wolves,26,1998,18.6,2,7,1.5,3.8,22,5,475,599,79.3,39,24,19,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,26.0
jefferson lerma,co COL,"MF,DF",Crystal Palace,29,1994,25.3,0,1,1.1,1.6,26,8,844,1121,75.29,35,17,38,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,29.0
jeffrey schlupp,gh GHA,"MF,DF",Crystal Palace,31,1992,1.1,0,0,0.2,0.2,4,2,39,50,78.0,2,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,31.0
jens cajuste,se SWE,MF,Ipswich Town,24,1999,21.8,1,1,0.7,0.8,12,1,647,783,82.63,44,22,25,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,24.0
jeremy doku,be BEL,"FW,MF",Manchester City,22,2002,16.8,3,6,1.3,4.8,29,9,603,762,79.13,31,22,11,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,22.0
jeremy monga,0,"FW,MF",Leicester City,15,2009,1.2,0,0,0.2,0.0,3,1,18,29,62.07,2,1,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,15.0
jeremy sarmiento,ec ECU,MF,Brighton,22,2002,0.1,0,0,0.0,0.0,0,0,6,6,100.0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,22.0
jesper lindstrm,dk DEN,FW,Everton,24,2000,13.8,0,1,2.1,2.0,28,10,297,428,69.39,45,25,15,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,24.0
joachim andersen,dk DEN,DF,Crystal Palace,28,1996,1.0,0,0,0.0,0.0,1,1,61,83,73.49,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,28.0
joachim kayi sanda,fr FRA,DF,Southampton,17,2006,0.2,0,0,0.0,0.0,0,0,15,15,100.0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,17.0
joao felix,pt POR,"FW,MF",Chelsea,24,1999,4.1,1,1,2.2,1.0,20,5,171,199,85.93,8,3,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,24.0
joao gomes,br BRA,MF,Wolves,23,2001,33.0,3,1,2.9,1.2,35,7,1380,1623,85.03,116,71,42,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,23.0
joao pedro,br BRA,"FW,MF",Brighton,22,2001,21.6,10,6,8.9,5.0,42,15,482,661,72.92,16,12,12,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,22.0
joe aribo,ng NGA,"MF,DF",Southampton,28,1996,22.4,3,0,2.7,1.6,17,7,929,1046,88.81,47,33,28,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,28.0
joe gomez,eng ENG,DF,Liverpool,27,1997,5.8,0,0,0.3,0.1,3,2,377,425,88.71,13,10,9,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,27.0
joe lumley,eng ENG,GK,Southampton,29,1995,3.0,0,0,0.0,0.0,0,0,106,151,70.2,0,0,0,0,7.0,2.33,20.0,13.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,7.7,0.39,0.7,0.22,15.0,50.0,30.0,135.0,14.0,34.1,30.0,2.0,3.6,7.0,2.33,18.0,True,29.0
joe willock,eng ENG,"MF,FW",Newcastle Utd,24,1999,12.1,0,2,1.6,2.1,18,3,300,363,82.64,30,17,24,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,24.0
joel veltman,nl NED,DF,Brighton,32,1992,18.9,0,0,0.5,0.5,6,1,745,929,80.19,43,29,22,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,32.0
joel ward,eng ENG,DF,Crystal Palace,34,1989,0.8,0,0,0.0,0.0,0,0,14,24,58.33,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,34.0
joelinton,br BRA,"MF,FW",Newcastle Utd,27,1996,26.6,4,3,3.9,2.5,45,13,863,1043,82.74,57,35,37,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,27.0
