Player,Nation,Pos,Squad,Age,Born,MatchesPlayed,Gls,Ast,xG,xAG,Shots,SoT,PassCmp,PassAtt,PassCmpPct,Tkl,TklW,Blocks,Int,GK_GA,GK_GA90,GK_SoTA,GK_Saves,GK_SavePct,GK_CS,GK_CSPct,GK_PKAtt,GK_PKA,GK_PKsv,GK_PKm,GK_PSxG,GK_PSxG_per_SoT,GK_PSxG_PlusMinus,GK_PSxG_PlusMinus_per90,GK_PassCmp,GK_PassAtt,GK_PassCmpPct,GK_GKPassAtt,GK_Throws,GK_LaunchPct,GK_AvgLen,GK_CrossesStp,GK_CrossesStpPct,GK_OPA,GK_OPA90,GK_OPA_AvgDist,IsGK,AgeYears
john mcginn,sct SCO,"MF,FW",Aston Villa,29,1994,24.7,1,4,3.1,3.5,31,5,699,854,81.85,33,24,22,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,29.0
john stones,eng ENG,"DF,MF",Manchester City,30,1994,6.1,2,0,0.4,0.1,2,2,367,403,91.07,6,2,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,30.0
jonny evans,nir NIR,DF,Manchester Utd,36,1988,3.5,0,0,0.1,0.0,2,1,192,217,88.48,8,6,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,36.0
jordan ayew,gh GHA,"FW,MF",Crystal Palace,32,1991,0.2,0,0,0.5,0.0,1,0,8,10,80.0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,32.0
jordan pickford,eng ENG,GK,Everton,30,1994,38.0,0,1,0.0,0.4,0,0,1057,1595,66.27,1,0,0,1,44.0,1.16,163.0,117.0,73.0,12.0,31.6,2.0,0.0,2.0,0.0,48.8,0.3,4.8,0.13,304.0,806.0,37.7,1355.0,161.0,48.8,39.7,31.0,5.6,57.0,1.5,15.2,True,30.0
jorge cuenca,es ESP,DF,Fulham,24,1999,3.9,0,0,0.0,0.0,1,0,145,173,83.82,6,2,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,24.0
jorginho,it ITA,MF,Arsenal,32,1991,7.8,0,0,0.1,0.4,2,0,411,474,86.71,12,4,3,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,32.0
jose sa,pt POR,GK,Wolves,31,1993,29.0,0,0,0.0,0.2,0,0,592,924,64.07,2,2,0,0,48.0,1.66,117.0,69.0,63.2,7.0,24.1,7.0,5.0,2.0,0.0,42.8,0.33,-3.2,-0.11,94.0,382.0,24.6,771.0,121.0,39.3,35.2,32.0,7.4,43.0,1.48,15.5,True,31.0
joshua acheampong,eng ENG,DF,Chelsea,18,2006,1.9,0,0,0.2,0.0,2,0,104,124,83.87,2,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,18.0
joshua king,eng ENG,MF,Fulham,17,2007,1.4,0,0,0.3,0.4,3,0,54,64,84.38,7,5,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,17.0
joshua zirkzee,nl NED,"FW,MF",Manchester Utd,23,2001,15.6,3,1,4.8,1.5,28,11,292,410,71.22,14,8,15,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,23.0
josko gvardiol,hr CRO,DF,Manchester City,22,2002,36.4,5,0,4.6,2.1,40,12,2454,2721,90.19,58,39,42,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,22.0
jota silva,pt POR,"FW,MF",Nott'ham Forest,24,1999,9.5,3,1,2.1,2.9,23,7,118,196,60.2,27,14,9,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,24.0
jrgen strand larsen,no NOR,FW,Wolves,24,2000,28.7,14,4,10.3,3.0,54,33,295,457,64.55,10,6,19,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,24.0
julian araujo,mx MEX,DF,Bournemouth,22,2001,5.5,0,0,0.0,0.1,0,0,178,225,79.11,10,5,3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,22.0
julio enciso,py PAR,"MF,FW",Ipswich Town,20,2004,9.7,2,3,1.7,1.4,32,11,171,248,68.95,12,9,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,20.0
julio soler,ar ARG,"DF,FW",Bournemouth,19,2005,0.1,0,0,0.0,0.0,0,0,11,14,78.57,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,19.0
jurrien timber,nl NED,DF,Arsenal,23,2001,26.9,1,3,1.2,0.8,14,4,1194,1395,85.59,58,38,19,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,23.0
justin devenny,nir NIR,MF,Crystal Palace,20,2003,5.6,1,1,0.8,0.6,10,6,148,205,72.2,17,12,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,20.0
justin kluivert,nl NED,MF,Bournemouth,25,1999,26.0,12,6,10.3,4.8,57,23,582,782,74.42,23,11,24,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,25.0
kaelan casey,eng ENG,DF,West Ham,19,2004,0.0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,19.0
kai havertz,de GER,"FW,MF",Arsenal,25,1999,20.8,9,3,9.5,2.4,53,21,407,519,78.42,16,9,23,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,25.0
kalvin phillips,eng ENG,MF,Ipswich Town,28,1995,13.7,0,0,0.4,0.2,11,2,436,551,79.13,35,19,35,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,28.0
kamaldeen sulemana,gh GHA,"FW,MF",Southampton,22,2002,15.6,1,1,1.5,1.0,29,8,285,357,79.83,22,17,16,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,22.0
kaoru mitoma,jp JPN,"FW,MF",Brighton,27,1997,28.9,10,4,9.2,4.6,57,27,749,988,75.81,45,27,48,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,27.0
kasey mcateer,ie IRL,FW,Leicester City,22,2001,9.5,1,1,1.0,0.7,13,7,183,252,72.62,23,16,18,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,22.0
keane lewis-potter,eng ENG,"DF,FW",Brentford,23,2001,34.4,1,3,3.1,3.2,28,14,982,1273,77.14,49,27,28,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,23.0
kenny tete,nl NED,DF,Fulham,28,1995,19.7,0,2,1.4,0.9,24,2,772,956,80.75,56,38,31,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,28.0
kepa arrizabalaga,es ESP,GK,Bournemouth,29,1994,31.0,0,0,0.1,0.0,1,0,752,1027,73.22,1,0,2,0,39.0,1.26,134.0,95.0,73.9,8.0,25.8,4.0,4.0,0.0,0.0,41.0,0.28,2.0,0.07,132.0,365.0,36.2,831.0,122.0,33.2,32.9,22.0,6.0,54.0,1.74,16.0,True,29.0
kevin danso,at AUT,DF,Tottenham,25,1998,9.4,0,0,0.4,0.1,7,3,480,555,86.49,7,5,15,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,25.0
kevin de bruyne,be BEL,"MF,FW",Manchester City,33,1991,18.9,4,7,5.1,8.0,57,15,908,1196,75.92,17,9,8,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,33.0
kevin schade,de GER,FW,Brentford,22,2001,25.5,11,2,8.2,3.7,55,27,323,541,59.7,39,25,19,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,22.0
kieran tierney,sct SCO,"DF,FW",Arsenal,27,1997,2.9,1,0,0.4,1.4,2,1,145,173,83.82,7,5,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,27.0
kieran trippier,eng ENG,DF,Newcastle Utd,33,1990,14.5,0,3,0.1,1.4,4,0,1036,1256,82.48,38,21,11,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,33.0
kiernan dewsbury-hall,eng ENG,"MF,FW",Chelsea,25,1998,2.9,0,1,0.2,1.1,1,0,127,152,83.55,8,5,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,25.0
kim jisoo,kr KOR,DF,Brentford,19,2004,0.3,0,0,0.0,0.0,0,0,25,28,89.29,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,19.0
kobbie mainoo,eng ENG,MF,Manchester Utd,19,2005,18.3,0,0,0.7,1.6,15,2,723,836,86.48,46,29,16,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,19.0
konstantinos mavropanos,gr GRE,DF,West Ham,26,1997,22.7,0,0,1.5,0.5,18,5,1092,1265,86.32,35,24,25,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,26.0
kosta nedeljkovic,rs SRB,DF,Aston Villa,18,2005,1.4,0,0,0.0,0.0,0,0,47,53,88.68,7,5,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,18.0
kostas tsimikas,gr GRE,DF,Liverpool,28,1996,9.3,0,1,0.4,2.1,4,2,550,654,84.1,31,20,5,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,28.0
kristoffer ajer,no NOR,DF,Brentford,26,1998,16.0,0,0,1.0,1.2,9,3,504,644,78.26,26,18,17,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,26.0
kyle walker,eng ENG,DF,Manchester City,34,1990,10.8,0,0,0.1,0.4,5,2,724,826,87.65,17,10,13,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,34.0
kyle walker-peters,eng ENG,DF,Southampton,27,1997,32.4,0,2,0.8,2.8,20,6,1493,1693,88.19,44,29,27,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,27.0
lamare bogarde,nl NED,"DF,MF",Aston Villa,20,2004,5.3,0,0,0.0,0.1,1,1,240,272,88.24,14,6,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,20.0
leandro trossard,be BEL,FW,Arsenal,29,1994,28.3,8,7,7.2,6.1,72,21,711,954,74.53,31,20,32,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,29.0
leif davis,eng ENG,DF,Ipswich Town,24,2000,30.5,1,2,1.0,4.9,16,2,919,1284,71.57,46,27,25,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,24.0
leny yoro,fr FRA,DF,Manchester Utd,18,2005,12.9,0,0,0.7,0.1,5,1,708,766,92.43,29,11,5,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,18.0
leon bailey,jm JAM,"FW,MF",Aston Villa,26,1997,12.7,1,2,1.7,1.5,28,6,277,390,71.03,7,5,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,26.0
lesley ugochukwu,fr FRA,MF,Southampton,20,2004,18.4,1,1,0.9,1.0,10,1,600,706,84.99,50,24,27,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,20.0
levi colwill,eng ENG,DF,Chelsea,21,2003,35.0,2,1,1.9,1.1,17,4,2338,2619,89.27,47,34,37,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,21.0
lewis cook,eng ENG,"MF,DF",Bournemouth,27,1997,33.1,1,3,0.9,4.1,14,4,1224,1585,77.22,81,42,30,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,27.0
lewis dunk,eng ENG,DF,Brighton,32,1991,23.1,0,0,0.8,0.5,12,3,1778,1953,91.04,17,10,28,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,32.0
lewis hall,eng ENG,DF,Newcastle Utd,19,2004,24.3,0,4,0.4,4.3,11,1,1300,1592,81.66,58,41,33,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,19.0
lewis miley,eng ENG,MF,Newcastle Utd,18,2006,3.5,1,0,0.5,0.0,3,2,168,191,87.96,14,11,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,18.0
lewis orford,eng ENG,MF,West Ham,18,2006,0.5,0,0,0.0,0.0,1,0,33,38,86.84,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,18.0
liam delap,eng ENG,FW,Ipswich Town,21,2003,28.8,12,2,9.3,1.9,66,29,219,357,61.34,11,8,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,21.0
lisandro martinez,ar ARG,DF,Manchester Utd,26,1998,19.5,2,1,1.3,1.1,17,6,1200,1342,89.42,40,24,22,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,26.0
lloyd kelly,eng ENG,DF,Newcastle Utd,25,1998,3.4,0,1,0.4,0.5,3,0,146,181,80.66,5,4,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,25.0
lucas bergvall,se SWE,MF,Tottenham,18,2006,13.5,0,1,0.7,0.6,12,2,629,720,87.36,39,19,18,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,18.0
lucas digne,fr FRA,DF,Aston Villa,31,1993,26.1,0,4,0.8,4.7,13,3,956,1277,74.86,65,38,23,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,31.0
lucas paqueta,br BRA,"MF,FW",West Ham,26,1997,26.4,4,0,5.3,3.1,39,3,1126,1456,77.34,66,37,29,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,26.0
luis diaz,co COL,FW,Liverpool,27,1997,26.7,13,5,12.0,5.0,71,30,736,874,84.21,39,26,19,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,27.0
luis guilherme,br BRA,"MF,FW",West Ham,18,2006,1.7,0,0,0.4,0.1,4,1,58,67,86.57,1,0,7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,18.0
luis sinisterra,co COL,"FW,MF",Bournemouth,25,1999,2.6,1,1,1.2,1.4,13,6,73,93,78.49,7,2,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,25.0
luke shaw,eng ENG,DF,Manchester Utd,29,1995,3.9,0,0,0.0,0.7,1,0,249,290,85.86,4,3,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,29.0
luke thomas,eng ENG,DF,Leicester City,23,2001,12.3,0,0,0.4,0.5,5,0,493,629,78.38,31,25,15,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,23.0
luke woolfenden,eng ENG,DF,Ipswich Town,25,1998,13.2,0,0,0.0,0.0,1,0,496,562,88.26,9,6,21,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,25.0
mads hermansen,dk DEN,GK,Leicester City,24,2000,26.5,0,0,0.0,0.0,0,0,654,1073,60.95,1,1,1,0,58.0,2.19,155.0,99.0,64.5,1.0,3.7,4.0,3.0,1.0,0.0,56.4,0.35,1.4,0.05,114.0,471.0,24.2,926.0,133.0,39.2,34.6,26.0,6.2,26.0,0.98,13.1,True,24.0
mads roerslev,dk DEN,DF,Brentford,25,1999,12.2,0,2,0.2,3.0,5,2,422,536,78.73,18,8,12,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,25.0
malo gusto,fr FRA,DF,Chelsea,21,2003,20.7,0,1,1.7,1.4,22,4,1198,1385,86.5,45,29,29,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,21.0
manuel akanji,ch SUI,DF,Manchester City,29,1995,22.4,0,0,1.6,0.4,15,2,1632,1744,93.58,19,12,11,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,29.0
manuel ugarte,uy URU,MF,Manchester Utd,23,2001,19.8,1,2,1.0,1.1,19,4,800,910,87.91,77,49,33,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,23.0
marc cucurella,es ESP,DF,Chelsea,26,1998,33.2,5,1,2.8,2.1,24,11,1680,1916,87.68,67,45,49,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,26.0
marc guehi,eng ENG,DF,Crystal Palace,24,2000,34.0,3,2,2.0,1.8,15,7,1473,1765,83.46,61,34,55,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,24.0
marc guiu,es ESP,FW,Chelsea,18,2006,0.8,0,0,0.0,0.0,0,0,11,16,68.75,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,18.0
marco asensio,es ESP,MF,Aston Villa,28,1996,8.3,3,1,4.4,1.0,22,9,242,313,77.32,7,5,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,28.0
marcos senesi,ar ARG,DF,Bournemouth,27,1997,12.3,0,0,0.8,0.2,3,0,561,735,76.33,39,21,16,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,27.0
marcus harness,eng ENG,MF,Ipswich Town,28,1996,0.5,0,0,0.0,0.0,0,0,10,16,62.5,1,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,28.0
marcus rashford,eng ENG,"FW,MF",Manchester Utd,26,1997,10.9,4,1,1.7,2.1,16,9,253,343,73.76,7,4,8,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,26.0
marcus tavernier,eng ENG,"FW,MF",Bournemouth,25,1999,21.5,3,5,5.5,4.0,57,17,689,934,73.77,43,24,16,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,25.0
mario lemina,ga GAB,"MF,DF",Wolves,30,1993,15.2,1,3,1.4,1.1,18,5,493,613,80.42,51,31,12,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,30.0
mark flekken,nl NED,GK,Brentford,31,1993,36.4,0,2,0.0,0.5,0,0,1254,1717,73.03,4,4,2,0,55.0,1.51,203.0,150.0,73.4,7.0,18.9,1.0,1.0,0.0,0.0,52.7,0.26,-0.3,-0.01,249.0,659.0,37.8,1498.0,122.0,33.7,34.4,46.0,7.9,34.0,0.93,11.5,True,31.0
mark travers,ie IRL,GK,Bournemouth,25,1999,5.0,0,0,0.0,0.0,0,0,100,142,70.42,0,0,0,0,5.0,1.0,25.0,20.0,80.0,1.0,20.0,0.0,0.0,0.0,0.0,9.5,0.38,4.5,0.89,33.0,73.0,45.2,103.0,29.0,41.7,36.3,1.0,1.6,5.0,1.0,12.9,True,25.0
marshall munetsi,zw ZIM,"MF,FW",Wolves,28,1996,12.0,2,1,3.3,1.8,22,7,152,212,71.7,24,10,14,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,28.0
martial godo,eng ENG,"FW,DF",Fulham,21,2003,0.3,0,0,0.0,0.1,0,0,12,17,70.59,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,21.0
martin degaard,no NOR,MF,Arsenal,25,1998,25.8,3,8,4.8,5.4,48,15,1237,1499,82.52,19,11,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,25.0
martin dubravka,sk SVK,GK,Newcastle Utd,35,1989,10.0,0,0,0.0,0.0,0,0,265,333,79.58,0,0,0,0,12.0,1.2,41.0,29.0,70.7,5.0,50.0,0.0,0.0,0.0,0.0,12.9,0.32,0.9,0.09,18.0,80.0,22.5,273.0,54.0,15.8,25.2,10.0,7.9,11.0,1.1,15.3,True,35.0
mason holgate,jm JAM,"FW,DF",Everton,27,1996,0.1,0,0,0.0,0.0,0,0,2,2,100.0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,27.0
mason mount,eng ENG,MF,Manchester Utd,25,1999,6.9,1,0,3.2,0.6,20,9,207,253,81.82,15,5,11,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,25.0
massimo luongo,au AUS,MF,Ipswich Town,31,1992,2.2,0,0,0.0,0.0,0,0,50,66,75.76,9,6,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,31.0
mateo kovacic,hr CRO,MF,Manchester City,30,1994,24.4,6,2,1.9,3.6,45,12,1742,1882,92.56,69,38,20,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,30.0
mateus fernandes,pt POR,MF,Southampton,20,2004,32.3,2,4,4.0,3.0,42,14,1087,1361,79.87,89,48,43,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,20.0
mateus mane,0,MF,Wolves,0,0,0.0,0,0,0.0,0.0,0,0,4,5,80.0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0
matheus cunha,br BRA,"MF,FW",Wolves,25,1999,28.9,15,6,8.6,7.7,110,44,811,1133,71.58,38,22,21,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,25.0
matheus franca,br BRA,"MF,FW",Crystal Palace,20,2004,0.6,1,0,0.3,0.0,6,3,10,17,58.82,2,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,20.0
matheus nunes,pt POR,"DF,MF",Manchester City,25,1998,18.6,1,6,1.2,4.4,9,4,1065,1234,86.3,35,22,17,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,25.0
mathias jensen,dk DEN,MF,Brentford,28,1996,9.6,0,2,0.2,1.7,6,1,363,486,74.69,14,10,15,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,28.0
mathis amougou,fr FRA,MF,Chelsea,18,2006,0.1,0,0,0.0,0.0,0,0,7,7,100.0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,18.0
mathys tel,fr FRA,FW,Tottenham,19,2005,10.1,2,1,3.0,2.6,22,8,185,266,69.55,16,6,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,19.0
mats wieffer,nl NED,"DF,MF",Brighton,24,1999,11.3,1,3,0.8,1.6,9,4,594,698,85.1,58,34,18,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,24.0
matt doherty,ie IRL,DF,Wolves,32,1992,23.4,2,1,1.0,1.5,10,3,1078,1302,82.8,38,21,28,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,32.0
matt o'riley,dk DEN,MF,Brighton,23,2000,10.4,2,2,2.8,2.4,21,6,316,413,76.51,16,9,7,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,23.0
matt targett,eng ENG,DF,Newcastle Utd,28,1995,0.2,0,0,0.0,0.0,0,0,14,15,93.33,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,28.0
matthijs de ligt,nl NED,DF,Manchester Utd,24,1999,23.6,2,0,2.5,0.3,18,9,1241,1380,89.93,30,22,29,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,24.0
matty cash,pl POL,DF,Aston Villa,26,1997,23.0,1,1,0.5,1.1,13,6,732,945,77.46,56,32,22,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,26.0
matz sels,be BEL,GK,Nott'ham Forest,32,1992,38.0,0,0,0.0,0.4,0,0,519,998,52.0,1,1,0,0,46.0,1.21,165.0,119.0,73.9,13.0,34.2,3.0,3.0,0.0,0.0,49.1,0.29,3.1,0.08,244.0,698.0,35.0,715.0,83.0,68.4,44.7,19.0,2.7,12.0,0.32,8.7,True,32.0
max aarons,eng ENG,DF,Bournemouth,24,2000,1.0,0,0,0.0,0.0,0,0,50,63,79.37,2,2,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,24.0
max kilman,eng ENG,DF,West Ham,27,1997,37.2,0,1,1.6,1.2,13,2,1697,1958,86.67,39,24,58,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,27.0
maxence lacroix,fr FRA,DF,Crystal Palace,24,2000,34.6,1,1,3.4,1.0,30,5,1207,1477,81.72,68,41,48,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,24.0
maxwel cornet,ci CIV,FW,Southampton,27,1996,0.8,0,0,0.2,0.0,1,0,17,22,77.27,5,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,27.0
michael golding,eng ENG,MF,Leicester City,18,2006,0.0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,18.0
michael kayode,it ITA,DF,Brentford,20,2004,5.9,0,1,0.2,1.2,2,0,184,241,76.35,17,11,3,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,20.0
michael keane,eng ENG,DF,Everton,31,1993,11.7,3,0,0.6,0.1,10,4,312,377,82.76,12,9,14,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,31.0
michail antonio,jm JAM,FW,West Ham,34,1990,9.3,1,1,2.2,1.6,19,4,114,188,60.64,2,2,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,34.0
micky van de ven,nl NED,DF,Tottenham,23,2001,11.3,0,2,0.6,1.2,6,2,729,802,90.9,10,6,12,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,23.0
miguel almiron,py PAR,FW,Newcastle Utd,30,1994,1.7,0,0,0.5,0.3,6,2,54,66,81.82,3,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,30.0
mikel merino,es ESP,"MF,FW",Arsenal,28,1996,17.6,7,2,5.9,2.0,38,13,451,577,78.16,46,28,18,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,28.0
mikey moore,eng ENG,FW,Tottenham,16,2007,4.1,0,1,0.2,0.3,3,0,67,96,69.79,2,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,16.0
mikkel damsgaard,dk DEN,"MF,FW",Brentford,24,2000,32.3,2,10,2.8,8.4,35,7,1107,1529,72.4,83,44,40,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,24.0
milos kerkez,hu HUN,DF,Bournemouth,20,2003,37.1,2,5,0.6,3.9,19,5,1346,1776,75.79,52,26,38,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,20.0
mohamed salah,eg EGY,FW,Liverpool,32,1992,37.5,29,18,25.2,14.2,121,50,892,1263,70.63,21,11,12,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,32.0
mohammed kudus,gh GHA,"FW,MF",West Ham,23,2000,28.8,5,3,6.9,3.1,75,21,715,855,83.63,38,23,24,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,23.0
moises caicedo,ec ECU,"MF,DF",Chelsea,22,2001,37.2,1,2,0.8,3.0,20,3,1967,2194,89.65,114,73,49,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,22.0
morato,br BRA,DF,Nott'ham Forest,23,2001,10.1,0,0,0.2,0.0,2,1,238,309,77.02,22,14,14,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,23.0
morgan gibbs-white,eng ENG,MF,Nott'ham Forest,24,2000,31.1,7,8,6.3,5.0,61,21,993,1269,78.25,43,22,18,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,24.0
morgan rogers,eng ENG,"FW,MF",Aston Villa,22,2002,34.6,8,10,6.6,7.8,55,20,664,907,73.21,43,22,26,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,22.0
murillo,br BRA,DF,Nott'ham Forest,22,2002,35.4,2,0,1.4,1.2,25,6,1138,1450,78.48,53,36,69,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,22.0
mykhailo mudryk,ua UKR,FW,Chelsea,23,2001,1.7,0,0,0.3,1.0,1,1,28,42,66.67,2,2,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,23.0
myles lewis-skelly,eng ENG,DF,Arsenal,17,2006,15.2,1,0,0.2,0.4,3,1,708,776,91.24,22,14,4,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,17.0
nasser djiga,bf BFA,DF,Wolves,21,2002,0.7,0,0,0.0,0.0,0,0,40,48,83.33,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,21.0
nathan ake,nl NED,DF,Manchester City,29,1995,7.5,0,0,0.2,0.0,3,0,509,542,93.91,9,7,7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,29.0
nathan broadhead,wls WAL,"MF,FW",Ipswich Town,26,1998,7.8,2,0,1.7,0.7,13,8,178,228,78.07,9,4,8,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,26.0
nathan butler-oyedeji,eng ENG,FW,Arsenal,21,2003,0.1,0,0,0.1,0.0,1,1,0,0,0.0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,21.0
