name,Pos,Squad,Age,dob,MatchesPlayed,Gls,Ast,xG,xAG,Shots,SoT,PassCmp,PassAtt,PassCmpPct,Tkl,TklW,Blocks,Int,GK_GA,GK_GA90,GK_SoTA,GK_Saves,GK_SavePct,GK_CS,GK_CSPct,GK_PKAtt,GK_PKA,GK_PKsv,GK_PKm,GK_PSxG,GK_PSxG_per_SoT,GK_PSxG_PlusMinus,GK_PSxG_PlusMinus_per90,GK_PassCmp,GK_PassAtt,GK_PassCmpPct,GK_GKPassAtt,GK_Throws,GK_LaunchPct,GK_AvgLen,GK_CrossesStp,GK_CrossesStpPct,GK_OPA,GK_OPA90,GK_OPA_AvgDist,IsGK,AgeYears,name_norm,dob_key,k1,tm_player_id,market_value_eur,last_update,nationality,fuzzy_score,player_uuid
lucas abascia,DF,Cen. Córdoba–SdE,28,1995,16.8,0,0,0.7,0.2,11,4,737,978,75.36,38,27,18,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,28.0,lucas abascia,1995,lucas abascia|1995,689230.0,1000000.0,2025-10-17,ar ARG,100.0,lucas abascia|1995
lucas acosta,GK,Sarmiento,28,1995,23.0,0,0,0.0,0.0,0,0,344,656,52.44,1,1,0,0,24.0,1.04,104.0,81.0,78.8,9.0,39.1,2.0,2.0,0.0,0.0,30.4,0.29,7.4,0.32,137.0,436.0,31.4,391.0,50.0,60.6,48.0,15.0,3.7,9.0,0.39,11.1,True,28.0,lucas acosta,1995,lucas acosta|1995,296799.0,1200000.0,2025-10-17,ar ARG,100.0,lucas acosta|1995
lucas ambrogio,"FW,MF",Atlé Tucumán,24,1999,0.3,0,0,0.0,0.0,1,1,6,13,46.15,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,24.0,lucas ambrogio,1999,lucas ambrogio|1999,,,,ar ARG,,lucas ambrogio|1999
lucas arce,DF,Godoy Cruz,26,1997,22.5,0,2,0.3,2.7,14,2,868,1257,69.05,43,27,35,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,26.0,lucas arce,1997,lucas arce|1997,754470.0,1700000.0,2025-10-17,ar ARG,100.0,lucas arce|1997
lucas banos,DF,Newell's OB,18,2005,0.3,0,0,0.0,0.0,0,0,20,24,83.33,2,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,18.0,lucas banos,2005,lucas banos|2005,,,,ar ARG,,lucas banos|2005
lucas bernabeu,DF,Belgrano,20,2004,0.2,0,0,0.0,0.0,0,0,18,23,78.26,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,20.0,lucas bernabeu,2004,lucas bernabeu|2004,,,,ar ARG,,lucas bernabeu|2004
lucas besozzi,"FW,MF",Newell's OB,21,2003,4.9,0,0,0.2,0.3,5,1,84,132,63.64,4,1,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,21.0,lucas besozzi,2003,lucas besozzi|2003,829381.0,300000.0,2025-10-17,ar ARG,100.0,lucas besozzi|2003
lucas brochero,"DF,FW",Barracas Central,25,1999,11.2,0,0,0.4,0.6,9,2,201,355,56.62,16,10,10,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,25.0,lucas brochero,1999,lucas brochero|1999,,,,ar ARG,,lucas brochero|1999
lucas bustos,MF,Belgrano,18,2005,0.9,0,0,0.0,0.0,0,0,38,53,71.7,1,0,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,18.0,lucas bustos,2005,lucas bustos|2005,,,,ar ARG,,lucas bustos|2005
lucas carrizo,DF,Huracán,26,1997,17.5,0,1,0.4,0.5,17,3,727,1033,70.38,52,34,23,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,26.0,lucas carrizo,1997,lucas carrizo|1997,522204.0,800000.0,2025-10-17,ar ARG,100.0,lucas carrizo|1997
lucas castro,MF,Gimnasia–LP,34,1989,16.3,2,1,1.9,1.4,22,7,534,755,70.73,35,25,21,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,34.0,lucas castro,1989,lucas castro|1989,105892.0,200000.0,2025-10-17,ar ARG,100.0,lucas castro|1989
lucas faggioli,DF,Barracas Central,26,1997,1.1,0,0,0.0,0.0,0,0,20,28,71.43,7,2,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,26.0,lucas faggioli,1997,lucas faggioli|1997,,,,ar ARG,,lucas faggioli|1997
lucas ferreira,DF,Defensa y Just,23,2000,10.4,0,1,0.1,0.1,2,0,384,481,79.83,23,11,17,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,23.0,lucas ferreira,2000,lucas ferreira|2000,750733.0,1200000.0,2025-10-17,uy URU,100.0,lucas ferreira|2000
lucas gamba,"FW,MF",Unión,36,1987,5.6,1,0,0.4,1.0,7,3,112,166,67.47,12,9,11,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,36.0,lucas gamba,1987,lucas gamba|1987,125906.0,125000.0,2025-10-17,ar ARG,100.0,lucas gamba|1987
lucas gomez,MF,Arg Juniors,19,2004,6.1,0,0,0.2,0.0,7,1,188,218,86.24,12,9,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,19.0,lucas gomez,2004,lucas gomez|2004,1225293.0,200000.0,2025-10-17,ar ARG,100.0,lucas gomez|2004
lucas gonzalez,"MF,FW",Independiente,23,2000,8.6,0,2,0.5,0.4,14,3,183,255,71.76,15,8,10,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,23.0,lucas gonzalez,2000,lucas gonzalez|2000,688778.0,1500000.0,2025-10-17,ar ARG,100.0,lucas gonzalez|2000
lucas hoyos,GK,Newell's OB,34,1989,10.8,0,0,0.0,0.0,0,0,236,346,68.21,1,1,0,0,10.0,0.92,34.0,25.0,73.5,4.0,36.4,2.0,1.0,0.0,1.0,11.7,0.31,2.7,0.25,62.0,157.0,39.5,271.0,24.0,43.9,36.4,12.0,7.8,9.0,0.83,13.0,True,34.0,lucas hoyos,1989,lucas hoyos|1989,75462.0,250000.0,2025-10-17,ar ARG,100.0,lucas hoyos|1989
lucas irusta,DF,Lanús,21,2003,0.5,0,0,0.0,0.0,0,0,7,10,70.0,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,21.0,lucas irusta,2003,lucas irusta|2003,,,,ar ARG,,lucas irusta|2003
lucas janson,"FW,MF",Boca Juniors,29,1994,2.9,0,0,1.0,0.2,7,5,51,69,73.91,7,4,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,29.0,lucas janson,1994,lucas janson|1994,238448.0,300000.0,2025-10-17,ar ARG,100.0,lucas janson|1994
lucas menossi,MF,Belgrano,31,1992,5.7,0,0,0.1,0.6,4,0,157,216,72.69,15,7,8,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,31.0,lucas menossi,1992,lucas menossi|1992,225481.0,450000.0,2025-10-17,ar ARG,100.0,lucas menossi|1992
lucas mihovilcevich,DF,Newell's OB,20,2004,0.3,0,0,0.0,0.0,0,0,2,5,40.0,0,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,20.0,lucas mihovilcevich,2004,lucas mihovilcevich|2004,,,,ar ARG,,lucas mihovilcevich|2004
lucas ocampo,"MF,FW",Platense,26,1997,8.4,0,2,0.6,1.0,11,4,133,244,54.51,24,11,18,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,26.0,lucas ocampo,1997,lucas ocampo|1997,,,,uy URU,,lucas ocampo|1997
lucas rodriguez,DF,Instituto,30,1993,17.3,0,4,1.1,1.5,18,5,537,810,66.3,32,23,29,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,30.0,lucas rodriguez,1993,lucas rodriguez|1993,171593.0,300000.0,2025-10-17,ar ARG,100.0,lucas rodriguez|1993
lucas souto,DF,Huracán,25,1998,11.2,0,0,0.1,0.1,3,0,291,432,67.36,17,12,10,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,25.0,lucas souto,1998,lucas souto|1998,699689.0,500000.0,2025-10-17,ar ARG,100.0,lucas souto|1998
lucas suarez,DF,Talleres,28,1995,10.1,0,0,0.4,0.0,6,0,422,508,83.07,12,9,8,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,28.0,lucas suarez,1995,lucas suarez|1995,,,,ar ARG,,lucas suarez|1995
lucas varaldo,FW,Cen. Córdoba–SdE,21,2002,14.5,3,2,2.8,1.4,26,7,255,360,70.83,7,3,14,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,21.0,lucas varaldo,2002,lucas varaldo|2002,718206.0,350000.0,2025-10-17,ar ARG,100.0,lucas varaldo|2002
luciano abecasis,DF,Ind. Rivadavia,33,1990,10.4,0,1,0.2,0.7,7,0,282,412,68.45,27,18,16,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,33.0,luciano abecasis,1990,luciano abecasis|1990,149435.0,75000.0,2025-10-17,ar ARG,100.0,luciano abecasis|1990
luciano boggio,MF,Lanús,24,1999,7.4,0,0,0.3,1.1,9,3,278,347,80.12,7,4,10,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,24.0,luciano boggio,1999,luciano boggio|1999,,,,it ITA,,luciano boggio|1999
luciano cingolani,MF,Godoy Cruz,22,2001,0.4,0,0,0.0,0.0,0,0,6,11,54.55,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,22.0,luciano cingolani,2001,luciano cingolani|2001,,,,ar ARG,,luciano cingolani|2001
luciano ferreyra,MF,Platense,21,2002,0.1,0,0,0.0,0.0,0,0,1,1,100.0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,21.0,luciano ferreyra,2002,luciano ferreyra|2002,,,,ar ARG,,luciano ferreyra|2002
luciano gimenez,"FW,MF",Estudiantes–LP,23,2000,7.5,0,3,1.7,0.9,19,4,114,201,56.72,11,9,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,23.0,luciano gimenez,2000,luciano gimenez|2000,985755.0,700000.0,2025-10-17,ar ARG,100.0,luciano gimenez|2000
luciano gomez,DF,Ind. Rivadavia,27,1996,4.4,0,0,0.2,0.3,3,2,141,188,75.0,8,4,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,27.0,luciano gomez,1996,luciano gomez|1996,423705.0,500000.0,2025-10-17,ar ARG,100.0,luciano gomez|1996
luciano gondou,FW,Arg Juniors,22,2001,5.9,1,0,1.2,0.1,15,7,93,140,66.43,3,2,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,22.0,luciano gondou,2001,luciano gondou|2001,,,,ar ARG,,luciano gondou|2001
luciano lollo,DF,Estudiantes–LP,36,1987,18.7,0,0,0.4,0.1,10,2,899,1089,82.55,18,12,12,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,36.0,luciano lollo,1987,luciano lollo|1987,76153.0,75000.0,2025-10-17,ar ARG,100.0,luciano lollo|1987
luciano ramon herrera,"FW,MF",Defensa y Just,27,1996,16.6,1,2,2.6,2.5,33,11,276,397,69.52,24,19,25,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,27.0,luciano ramon herrera,1996,luciano ramon herrera|1996,730802.0,1000000.0,2025-10-17,ar ARG,95.0,luciano ramon herrera|1996
luciano recalde,DF,Banfield,28,1995,4.1,0,0,0.1,0.0,1,0,84,135,62.22,4,2,6,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,28.0,luciano recalde,1995,luciano recalde|1995,,,,ar ARG,,luciano recalde|1995
luciano vietto,"FW,MF",Racing Club,30,1993,3.8,3,0,1.0,0.3,10,4,79,118,66.95,8,6,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,30.0,luciano vietto,1993,luciano vietto|1993,214316.0,1500000.0,2025-10-17,ar ARG,100.0,luciano vietto|1993
luis advincula,DF,Boca Juniors,33,1990,16.0,0,2,0.8,0.7,18,3,622,761,81.73,15,11,5,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,33.0,luis advincula,1990,luis advincula|1990,103890.0,300000.0,2025-10-17,pe PER,100.0,luis advincula|1990
luis angulo,"MF,FW",Platense,19,2004,0.7,0,0,0.0,0.3,0,0,13,16,81.25,4,3,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,19.0,luis angulo,2004,luis angulo|2004,885301.0,2700000.0,2025-10-17,co COL,100.0,luis angulo|2004
luis ingolotti,GK,Cen. Córdoba–SdE,24,2000,26.0,0,0,0.0,0.0,0,0,445,698,63.75,0,0,0,0,34.0,1.31,110.0,75.0,70.9,6.0,23.1,3.0,2.0,1.0,0.0,32.4,0.29,-1.6,-0.06,95.0,313.0,30.4,536.0,119.0,43.8,36.8,24.0,7.6,23.0,0.88,13.9,True,24.0,luis ingolotti,2000,luis ingolotti|2000,552636.0,750000.0,2025-10-17,ar ARG,100.0,luis ingolotti|2000
luis miguel rodriguez,"FW,MF",Atlé Tucumán,39,1985,6.6,2,2,2.1,2.2,20,5,142,228,62.28,6,4,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,39.0,luis miguel rodriguez,1985,luis miguel rodriguez|1985,,,,ar ARG,,luis miguel rodriguez|1985
luis sanchez,"MF,FW",Cen. Córdoba–SdE,23,2000,2.4,0,0,0.5,0.0,8,0,86,117,73.5,3,1,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,23.0,luis sanchez,2000,luis sanchez|2000,,,,co COL,,luis sanchez|2000
luis sequeira,MF,Ind. Rivadavia,21,2003,11.1,1,1,0.9,1.5,20,8,374,505,74.06,26,17,9,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,21.0,luis sequeira,2003,luis sequeira|2003,668550.0,1300000.0,2025-10-17,ar ARG,100.0,luis sequeira|2003
maher carrizo,"FW,MF",Vélez Sarsfield,17,2006,2.0,0,0,0.6,0.6,8,1,39,52,75.0,2,1,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,17.0,maher carrizo,2006,maher carrizo|2006,1162160.0,10000000.0,2025-10-17,ar ARG,100.0,maher carrizo|2006
malcom braida,DF,San Lorenzo,26,1997,12.4,0,0,0.8,1.1,16,4,419,600,69.83,37,24,16,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,26.0,malcom braida,1997,malcom braida|1997,552185.0,3500000.0,2025-10-17,ar ARG,100.0,malcom braida|1997
manuel agustin duarte,"MF,FW",Barracas Central,22,2001,5.7,1,1,0.9,0.9,15,5,138,190,72.63,7,7,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,22.0,manuel agustin duarte,2001,manuel agustin duarte|2001,,,,ar ARG,,manuel agustin duarte|2001
manuel garcia,MF,Sarmiento,24,1999,19.5,2,1,1.4,1.0,17,5,320,510,62.75,49,28,27,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,24.0,manuel garcia,1999,manuel garcia|1999,869941.0,700000.0,2025-10-17,ar ARG,100.0,manuel garcia|1999
manuel guillen,"DF,FW",Godoy Cruz,22,2001,0.3,0,0,0.1,0.0,2,0,3,6,50.0,3,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,22.0,manuel guillen,2001,manuel guillen|2001,,,,ar ARG,,manuel guillen|2001
manuel lanzini,"MF,FW",River Plate,30,1993,9.3,1,0,2.0,1.4,22,4,568,666,85.29,15,8,11,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,30.0,manuel lanzini,1993,manuel lanzini|1993,135853.0,1000000.0,2025-10-17,ar ARG,100.0,manuel lanzini|1993
manuel monaco,"MF,FW",Sarmiento,21,2002,3.5,0,0,1.0,0.2,6,2,56,86,65.12,4,3,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,21.0,manuel monaco,2002,manuel monaco|2002,,,,ar ARG,,manuel monaco|2002
manuel palavecino,"MF,FW",Cen. Córdoba–SdE,21,2003,1.4,1,0,0.2,0.1,3,1,32,50,64.0,3,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,21.0,manuel palavecino,2003,manuel palavecino|2003,,,,ar ARG,,manuel palavecino|2003
manuel panaro miramon,"FW,DF",Gimnasia–LP,21,2002,2.7,0,0,0.1,0.0,3,1,36,63,57.14,2,1,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,21.0,manuel panaro miramon,2002,manuel panaro miramon|2002,,,,ar ARG,,manuel panaro miramon|2002
manuel roffo,GK,Instituto,23,2000,27.0,0,0,0.0,0.0,0,0,506,741,68.29,0,0,0,0,31.0,1.15,94.0,63.0,69.1,7.0,25.9,3.0,2.0,1.0,0.0,29.2,0.29,-0.8,-0.03,148.0,371.0,39.9,551.0,73.0,48.8,40.7,37.0,8.6,13.0,0.48,10.5,True,23.0,manuel roffo,2000,manuel roffo|2000,491687.0,3500000.0,2025-10-17,ar ARG,100.0,manuel roffo|2000
manuel tucker,MF,Platense,19,2004,0.1,0,0,0.0,0.0,0,0,5,9,55.56,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,19.0,manuel tucker,2004,manuel tucker|2004,,,,ar ARG,,manuel tucker|2004
marcelino moreno,"MF,FW",Lanús,29,1994,22.4,5,10,4.9,6.5,50,18,663,930,71.29,26,12,13,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,29.0,marcelino moreno,1994,marcelino moreno|1994,456617.0,5000000.0,2025-10-17,ar ARG,100.0,marcelino moreno|1994
marcelo barovero,GK,Banfield,39,1984,1.3,0,0,0.0,0.0,0,0,36,48,75.0,0,0,0,1,1.0,0.76,2.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.46,-0.1,-0.06,4.0,12.0,33.3,34.0,4.0,23.5,28.6,1.0,5.0,0.0,0.0,6.0,True,39.0,marcelo barovero,1984,marcelo barovero|1984,,,,ar ARG,,marcelo barovero|1984
marcelo estigarribia,FW,Atlé Tucumán,28,1995,16.8,6,3,5.7,2.5,41,17,247,464,53.23,16,8,27,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,28.0,marcelo estigarribia,1995,marcelo estigarribia|1995,610266.0,1000000.0,2025-10-17,ar ARG,100.0,marcelo estigarribia|1995
marcelo mino,GK,Barracas Central,26,1997,10.0,0,0,0.0,0.0,0,0,186,313,59.42,0,0,0,0,14.0,1.4,63.0,50.0,79.4,4.0,40.0,1.0,1.0,0.0,0.0,15.2,0.23,2.2,0.22,72.0,183.0,39.3,215.0,56.0,52.1,41.5,6.0,3.4,3.0,0.3,11.3,True,26.0,marcelo mino,1997,marcelo mino|1997,508135.0,250000.0,2025-10-17,ar ARG,100.0,marcelo mino|1997
marcelo perez,FW,Huracán,22,2001,0.4,0,0,0.3,0.0,4,1,3,5,60.0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,22.0,marcelo perez,2001,marcelo perez|2001,,,,py PAR,,marcelo perez|2001
marcelo saracchi,"DF,MF",Boca Juniors,25,1998,8.9,1,1,1.0,1.2,8,1,365,478,76.36,17,14,12,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,25.0,marcelo saracchi,1998,marcelo saracchi|1998,,,,uy URU,,marcelo saracchi|1998
marco di cesare,DF,Racing Club,22,2002,11.4,0,0,0.1,0.0,6,1,453,563,80.46,19,14,29,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,22.0,marco di cesare,2002,marco di cesare|2002,839029.0,8000000.0,2025-10-17,ar ARG,100.0,marco di cesare|2002
marco iacobellis,"FW,MF",Barracas Central,23,2000,9.0,1,0,1.5,0.4,16,4,209,313,66.77,25,12,8,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,23.0,marco iacobellis,2000,marco iacobellis|2000,,,,ar ARG,,marco iacobellis|2000
marco pellegrino,DF,Independiente,21,2002,4.9,0,0,0.1,0.0,1,1,121,179,67.6,5,4,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,21.0,marco pellegrino,2002,marco pellegrino|2002,776303.0,4000000.0,2025-10-17,ar ARG,100.0,marco pellegrino|2002
marco ruben,FW,Rosario Central,37,1986,10.6,1,1,3.1,0.4,22,7,82,134,61.19,12,4,8,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,37.0,marco ruben,1986,marco ruben|1986,,,,ar ARG,,marco ruben|1986
marcos acuna,DF,River Plate,32,1991,8.6,0,0,0.2,1.9,5,0,512,643,79.63,16,14,12,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,32.0,marcos acuna,1991,marcos acuna|1991,60410.0,2000000.0,2025-10-17,ar ARG,100.0,marcos acuna|1991
marcos echeverria,FW,Banfield,20,2003,3.5,0,0,0.7,0.0,3,0,42,75,56.0,6,2,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,20.0,marcos echeverria,2003,marcos echeverria|2003,,,,ar ARG,,marcos echeverria|2003
marcos ignacio ledesma,GK,Gimnasia–LP,27,1996,18.0,0,0,0.0,0.0,0,0,346,527,65.65,3,3,0,1,11.0,0.61,53.0,43.0,79.2,9.0,50.0,1.0,0.0,0.0,1.0,12.4,0.23,2.4,0.13,92.0,257.0,35.8,354.0,100.0,43.8,38.2,32.0,10.7,21.0,1.17,12.9,True,27.0,marcos ignacio ledesma,1996,marcos ignacio ledesma|1996,,,,ar ARG,,marcos ignacio ledesma|1996
marcos montiel,MF,Godoy Cruz,28,1995,0.3,0,0,0.0,0.0,0,0,2,5,40.0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,28.0,marcos montiel,1995,marcos montiel|1995,,,,uy URU,,marcos montiel|1995
marcos portillo,MF,Talleres,24,2000,6.9,2,3,0.8,1.3,20,5,265,358,74.02,22,18,10,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,24.0,marcos portillo,2000,marcos portillo|2000,966314.0,1000000.0,2025-10-17,ar ARG,100.0,marcos portillo|2000
marcos rojo,DF,Boca Juniors,33,1990,10.8,0,0,0.1,0.1,1,0,656,760,86.32,15,9,16,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,33.0,marcos rojo,1990,marcos rojo|1990,93176.0,300000.0,2025-10-17,ar ARG,100.0,marcos rojo|1990
mariano gerez,MF,Lanús,18,2006,0.5,0,0,0.0,0.0,0,0,16,18,88.89,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,18.0,mariano gerez,2006,mariano gerez|2006,,,,ar ARG,,mariano gerez|2006
mariano santiago,MF,Godoy Cruz,22,2001,1.5,0,0,0.0,0.4,1,0,39,45,86.67,1,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,22.0,mariano santiago,2001,mariano santiago|2001,,,,ar ARG,,mariano santiago|2001
mariano troilo,DF,Belgrano,20,2003,17.4,1,0,1.2,0.0,20,7,610,747,81.66,26,12,21,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,20.0,mariano troilo,2003,mariano troilo|2003,,,,ar ARG,,mariano troilo|2003
mario sanabria,MF,Deportivo Riestra,21,2002,2.6,0,0,0.4,0.1,4,2,21,55,38.18,6,3,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,21.0,mario sanabria,2002,mario sanabria|2002,,,,ar ARG,,mario sanabria|2002
martin barrios,MF,Racing Club,25,1999,4.7,0,0,0.3,0.1,10,0,194,236,82.2,10,7,8,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,25.0,martin barrios,1999,martin barrios|1999,565981.0,500000.0,2025-10-17,uy URU,100.0,martin barrios|1999
martin fernandez,MF,Gimnasia–LP,22,2001,11.9,0,0,0.7,0.1,11,5,415,524,79.2,19,14,5,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,22.0,martin fernandez,2001,martin fernandez|2001,670341.0,400000.0,2025-10-17,uy URU,100.0,martin fernandez|2001
martin garay,"DF,MF",Tigre,24,1999,21.7,1,0,0.6,1.8,13,5,910,1262,72.11,49,26,28,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,24.0,martin garay,1999,martin garay|1999,696730.0,1000000.0,2025-10-17,ar ARG,100.0,martin garay|1999
martin lazarte,MF,Banfield,18,2005,0.5,0,0,0.0,0.0,0,0,7,10,70.0,2,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,18.0,martin lazarte,2005,martin lazarte|2005,,,,ar ARG,,martin lazarte|2005
martin luciano,DF,Godoy Cruz,20,2003,6.0,0,0,0.1,0.2,3,0,170,244,69.67,17,17,7,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,20.0,martin luciano,2003,martin luciano|2003,883670.0,150000.0,2025-10-17,ar ARG,100.0,martin luciano|2003
martin ortega,DF,Tigre,24,1999,15.8,1,2,0.7,0.9,15,6,563,797,70.64,42,25,23,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,24.0,martin ortega,1999,martin ortega|1999,663118.0,1500000.0,2025-10-17,ar ARG,100.0,martin ortega|1999
martin pino,FW,Godoy Cruz,25,1998,5.1,1,0,2.3,0.2,15,4,52,80,65.0,2,2,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,25.0,martin pino,1998,martin pino|1998,,,,ar ARG,,martin pino|1998
mateo bajamich,"FW,MF",Atlé Tucumán,24,1999,20.4,3,0,5.5,1.4,43,16,363,548,66.24,21,14,16,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,24.0,mateo bajamich,1999,mateo bajamich|1999,610228.0,1000000.0,2025-10-17,ar ARG,100.0,mateo bajamich|1999
mateo clemente,GK,San Lorenzo,21,2002,1.0,0,0,0.0,0.0,0,0,11,12,91.67,0,0,0,0,1.0,1.0,2.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.15,-0.7,-0.69,0.0,1.0,0.0,10.0,2.0,10.0,27.1,0.0,0.0,1.0,1.0,29.0,True,21.0,mateo clemente,2002,mateo clemente|2002,,,,ar ARG,,mateo clemente|2002
mateo coronel,FW,Atlé Tucumán,25,1998,16.0,5,1,6.6,2.9,48,17,304,436,69.72,10,4,12,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,25.0,mateo coronel,1998,mateo coronel|1998,,,,ar ARG,,mateo coronel|1998
mateo del blanco,DF,Unión,20,2003,11.6,0,3,0.2,2.0,9,1,411,573,71.73,23,14,15,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,20.0,mateo del blanco,2003,mateo del blanco|2003,984529.0,3500000.0,2025-10-17,ar ARG,100.0,mateo del blanco|2003
mateo diaz chaves,MF,Arg Juniors,20,2003,0.8,0,0,0.2,0.1,2,1,16,21,76.19,1,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,20.0,mateo diaz chaves,2003,mateo diaz chaves|2003,,,,ar ARG,,mateo diaz chaves|2003
mateo mendia,DF,Boca Juniors,19,2004,2.0,0,0,0.0,0.0,1,1,78,93,83.87,2,1,4,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,19.0,mateo mendia,2004,mateo mendia|2004,1197773.0,100000.0,2025-10-17,ar ARG,100.0,mateo mendia|2004
mateo mendoza,DF,Godoy Cruz,19,2004,9.0,3,0,1.0,0.0,7,4,317,398,79.65,29,19,10,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,19.0,mateo mendoza,2004,mateo mendoza|2004,1103933.0,4000000.0,2025-10-17,ar ARG,100.0,mateo mendoza|2004
mateo pellegrino,FW,Platense,22,2001,21.8,10,1,10.1,1.4,53,17,230,431,53.36,7,4,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,22.0,mateo pellegrino,2001,mateo pellegrino|2001,,,,ar ARG,,mateo pellegrino|2001
